Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts h2o2 Replicate 1	Raw Counts h2o2 Replicate 2	Normalized Counts h2o2 Replicate 1	Normalized Counts h2o2 Replicate 2	RPKM h2o2	Expression h2o2	Raw Counts expon Replicate 1	Raw Counts expon Replicate 2	Normalized Counts expon Replicate 1	Normalized Counts expon Replicate 2	RPKM expon	Expression expon	Raw Counts stat Replicate 1	Raw Counts stat Replicate 2	Raw Counts stat Replicate 3	Normalized Counts stat Replicate 1	Normalized Counts stat Replicate 2	Normalized Counts stat Replicate 3	RPKM stat	Expression stat	pValue h2o2 vs expon	qValue h2o2 vs expon	pValue h2o2 vs stat	qValue h2o2 vs stat	pValue expon vs stat	qValue expon vs stat
2444520	2444520	2444768	2444832	+	NA	NA	Novel protein	1786	1259	49584	49802	155	199	425	464	9372	13913	49	46	24619	32797	25658	1523914	1574708	1731077	2684	6465	8.741854539756127E-59	1.6007878342506368E-56	0.0	0.0	0.0	0.0
2445102	2445102	2444755	2444542	-	SSO2688	SSO2688	Mercury resistance operon repressor, probable	3139	1635	87141	64689	174	218	2186	1931	48216	57838	164	152	4047	7428	4485	250548	356650	302642	369	871	5.774003520842086E-4	0.004460166987687695	5.702161024803958E-6	1.8587253686088714E-5	2.6747996435500184E-75	1.358344419310148E-74
2444833			2444869	+	-	predicted RNA	antisense: SSO2688	87	79	2441	3126	57	75	16	25	361	774	15	15	1774	2919	1938	109843	140195	130748	1442	3430	1.549224867995453E-49	2.296541435271355E-47	0.0	0.0	0.0	0.0
2444870	2445205	2445384	2445400	+	NA	NA	Novel protein	123	61	3424	2415	13	16	62	53	1366	1598	8	8	1316	2126	974	81506	102112	65769	197	461	3.778931028147999E-8	1.0	0.0	0.0	0.0	0.0
2445401	2445401	2446762	2446762	+	SSO2689	SSO2689	Mercuric reductase (Hg(II) reductase) (merA)	553	326	15355	12930	8	10	486	397	10726	11900	8	8	4953	7412	2634	306637	355894	177731	88	205	5.819110988531453E-4	1.0	0.0	0.0	0.0	0.0
2446830	2446903	2447271	2447304	+	SSO2690	SSO2690	hypothetical protein	15754	15778	437315	624069	1085	1438	3792	3107	83615	93055	259	239	49350	59909	38153	3054753	2876408	2574081	3215	7683	9.427321393751552E-74	2.096232249910613E-71	0.0017959112070771784	0.005009562354508294	0.0	0.0
2447407	2447407	2447808	2447855	+	SSO2691	SSO2691	hypothetical protein	729	393	20243	15556	35	44	180	168	3981	5057	12	11	1790	2285	1753	110853	109753	118301	116	281	3.222372993919822E-42	1.0	1.4982852887451764E-21	7.58400342091664E-21	0.0	0.0
2449580	2449580	2447805		-	SSO2693	SSO2693	Acylaminoacyl-peptidase, putative (apeH-3)	2852	2345	79180	92763	37	48	2503	1647	55206	49338	32	29	667	819	560	41307	39337	37840	9	22	3.587973638912029E-5	1.0	2.6491407842068866E-10	1.0	0.05977994296600609	1.0
2449611	2449611	2450486		+	SSO2694	SSO2694	Heat shock protein X, protease htpX homolog,	1471	732	40833	28975	32	39	1353	1158	29831	34681	39	36	328	543	320	20337	26117	21619	10	25	0.017356123569261302	1.0	9.845926460227931E-6	1.0	0.011812680999828441	1.0
2450769			2450503	-	-	predicted RNA	-	235	258	6547	10217	23	31	151	189	3337	5671	17	16	20743	26636	11179	1283983	1278877	754263	1765	4141	5.1402173053535836E-8	1.0	0.0	0.0	0.0	0.0
2450948	2450948	2452078		+	SSO2697	SSO2697	Acetyl-CoA c-acetyltransferase (acetoacetyl-CoA	7813	2041	216882	80760	111	131	11282	9333	248757	279519	252	233	150	194	127	9313	9357	8600	3	8	0.701873196128356	1.0	0.0	0.0	0.0	0.0
	2452662	2452342	2452314	-	SSO2699	SSO2699	hypothetical protein	724	339	20124	13423	42	52	342	305	7550	9134	27	25	523	598	441	32391	28731	29766	39	94	1.6148249601755007E-10	1.0	0.5522057488608623	1.0	1.2309489318136916E-36	4.73664279942648E-36
2453570	2453570	2452659		-	SSO2700	SSO2700	hypothetical protein	401	261	11140	10360	9	11	350	264	7735	7933	9	8	1570	1768	1664	97234	84922	112304	44	107	1.5707662720876428E-4	1.0	3.5727256660669127E-53	2.5277034087423407E-52	0.0	0.0
2453677	2453677	2454852	2454852	+	SSO2701	SSO2701	Permease, major facilitator superfamily	1133	703	31474	27840	19	25	800	664	17654	19892	17	15	481	651	487	29833	31297	32874	11	26	1.1802484684287814E-6	1.0	0.08058609667881428	1.0	5.47414840943701E-5	1.0
	2455870	2454827		-	SSO2702	SSO2702	hypothetical protein	171	73	4758	2896	2	3	156	126	3449	3778	3	3	188	260	149	11695	12528	10075	4	10	0.03301425125631648	1.0	9.300301348964633E-4	1.0	6.747673846410416E-22	1.0
2456188	2456188	2456583	2456583	+	SSO2703	SSO2703	hypothetical protein	216	70	6004	2772	9	11	146	153	3223	4594	10	9	52	81	67	3250	3916	4575	4	9	0.01334563645280522	1.0	0.050579793362705155	1.0	0.6319319703997783	1.0
2456673	2456673	2458376	2458376	+	SSO2704	SSO2704	Permease, multidrug efflux	12275	8195	340762	324130	152	195	15664	9581	345384	286960	205	185	2454	3035	2327	151925	145755	157041	36	88	0.05772727568902074	0.22747469521509056	9.941208694401018E-8	3.492887434048574E-7	7.147346030110105E-6	1.664150201326309E-5
	2458404	2459261	2459261	+	SSO2705	SSO2705	Regucalcin homolog	1297	915	36007	36216	32	42	2143	1477	47256	44257	58	53	188	201	151	11653	9672	10230	5	12	0.41882418504552954	1.0	1.5015894120651504E-35	1.0	1.1471478856938129E-58	1.0
2459292	2459292	2460002	2460002	+	SSO2706	SSO2706	5'-methylthioadenosine phosphorylase (mtaP)	3079	1547	85486	61200	82	103	4613	3531	101710	105760	158	145	221	351	162	13714	16870	10986	8	19	0.7107441889054551	1.0	1.2124797423852586E-102	1.1101321876603854E-101	1.0417685332195005E-228	7.721489152172155E-228
2460654	2460654	2460253		-	SSO2707	SSO2707	hypothetical protein	1900	493	52765	19522	75	89	1065	986	23488	29555	70	65	162	172	125	10085	8269	8469	9	22	3.0493752733932653E-4	0.0025271069223326646	5.051764367200121E-51	3.526040913698201E-50	4.156083870825267E-22	1.400204446956608E-21
2460870	2460870	2461895		+	SSO2708	SSO2708	Hydrogenase expression/formation factor related	2907	761	80719	30132	45	54	3677	2883	81083	86361	88	81	206	245	191	12758	11765	12914	5	12	0.9562736275436965	1.0	4.384702208389206E-66	1.0	2.812447381710093E-171	1.8627975955879827E-170
2462790	2462790	2461882		-	SSO2710	SSO2710	hypothetical protein	1525	1027	42341	40622	35	45	2655	2190	58551	65590	73	68	106	141	89	6591	6813	6036	2	7	0.9215643260106704	1.0	3.476907442766324E-122	1.0	4.140838981686E-312	3.4192126657797E-311
2462910	2462910	2463539		+	SSO2711	SSO2711	hypothetical protein	1508	689	41860	27287	44	54	665	590	14678	17672	27	25	239	357	250	14824	17174	16917	10	25	1.3356312358412648E-11	1.0	1.6198181457718538E-12	1.0	0.9000883966628704	1.0
2463617	2463617	2465053	2465061	+	SSO2712	SSO2712	hypothetical protein	9273	11082	257430	438311	179	242	57118	37718	1259348	1129633	914	831	20555	22449	16205	1272377	1077845	1093330	331	798	0.010760753325613293	0.05359716016421469	0.06141144166923529	0.1518421483370103	0.2851079729277883	0.5411836095879299
2465096	2465096	2466040		+	SSO2713	SSO2713	ABC transporter, ATP binding protein	2232	1243	61973	49171	46	58	4166	3097	91857	92757	106	97	650	803	499	40262	38600	33704	16	39	0.7470589021737537	1.0	1.2210018032473424E-4	1.0	2.5885800365406482E-11	7.037772623363352E-11
	2466033	2467679		+	SSO2714	SSO2714	ABC transporter, permease	2284	1537	63417	60818	29	37	4615	3209	101753	96114	65	60	499	604	434	30913	29025	29335	7	18	0.8865316722642034	1.0	3.6917414083502644E-10	1.0	5.927890634391026E-26	2.085143903373928E-25
2467764	2467764	2469173	2469173	+	SSO2716	SSO2716	Permease, multidrug resistance protein	9583	3631	266014	143612	119	145	15633	12627	344686	378186	277	256	920	1295	885	56981	62206	59736	17	42	0.6790530191890505	1.0	1.3975353917805232E-28	7.8956945092790725E-28	1.5138455998457674E-105	8.599637504233347E-105
	2470119	2469166	2469166	-	SSO2717	SSO2717	Alcohol dehydrogenase (Zn containing) (adh-11)	331	320	9212	12691	8	11	759	503	16751	15086	18	16	90	120	88	5593	5784	5956	2	6	0.6563132628986732	1.0	1.3931740264809916E-7	1.0	2.6595300519444953E-14	1.0
	2471381	2470122		-	SSO2718	SSO2718	Permease	151	56	4217	2214	2	2	454	303	10024	9082	8	7	127	156	121	7916	7533	8167	2	6	4.552182068302066E-4	1.0	0.014851105010081024	1.0	0.29680275307453413	1.0
2471736	2471736	2472941	2472941	+	SSO2719	SSO2719	allantoate amidohydrolase	579	547	16095	21663	11	15	1131	713	24944	21357	21	19	1399	1640	1191	86618	78761	80362	28	67	0.15551236720211065	1.0	1.4107342944003658E-8	1.0	4.795861487994364E-37	1.0
2473023	2473023	2474357	2474357	+	SSO2720	SSO2720	Aminotransferase	399	250	11102	9891	6	7	426	303	9408	9096	7	6	1014	1447	1004	62786	69483	67763	20	49	0.0029778524349472683	1.0	5.347155042249109E-22	1.0	2.075010070991046E-205	1.0
	2474669	2475163		+	SSO2721	SSO2721	First ORF in transposon ISC1225	121	75	3379	2970	5	6	74	67	1633	2033	3	3	85	191	80	5299	9208	5398	5	13	1.923866678548868E-6	1.0	0.08908670834088227	1.0	5.228759357904919E-31	1.0
	2476134	2475379	2475379	-	SSO2722	SSO2722	Second ORF in transposon ISC1229	1113	1306	30901	51657	40	54	459	498	10140	14929	17	16	267	345	230	16530	16574	15572	8	21	2.7142570638613234E-30	1.0	9.283917398374272E-19	1.0	0.11586236996912547	1.0
2476447	2476447	2476070		-	SSO2723	SSO2723	First ORF in transposon ISC1229	295	261	8213	10338	18	24	115	134	2550	4039	9	8	23	55	36	1446	2652	2475	2	5	2.536140324533581E-19	1.0	4.7421218847921386E-36	1.0	0.051366413417807975	1.0
	2476622	2476876		+	SSO10982	SSO10982	Partial transposase ISC1225	7	3	212	130	0	0	4	6	104	193	0	0	8	22	7	503	1101	525	1	2	0.26513669704884235	1.0	3.5952976318822447E-14	1.0	1.1398667455747079E-30	1.0
2477057	2477057	2478187	2478187	+	SSO2724	SSO2724	Transposase ISC1225	6929	3322	192353	131392	115	143	6336	4056	139699	121495	127	115	1583	2922	1496	98005	140336	100969	42	100	0.006945462995056634	0.037406965923202945	5.915112455166596E-4	0.0017289901476932972	0.3668900004335668	0.6872013064679262
2479213	2479213	2478239		-	SSO2725	SSO2725	hypothetical protein	2419	2227	67171	88085	60	79	5308	3487	117036	104432	125	113	323	399	275	19998	19199	18573	8	19	0.725789759538035	1.0	6.899653092129426E-52	4.8375270440988516E-51	1.2663127914606926E-116	7.465969166320334E-116
2480882	2480882	2479293	2479293	-	SSO2726	SSO2726	Amino acid transporter, putative	3477	1126	96527	44541	36	44	9319	6600	205472	197677	138	126	9519	12599	9654	589275	604915	651363	160	386	0.012095058590145443	0.05955339909910719	7.575752704664858E-34	4.5092386557594077E-33	8.453745733319607E-13	2.414229393354449E-12
2481250	2481492	2482814	2482814	+	SSO2727	SSO2727	4-aminobutyrate aminotransferase (gabT-1)	2122	1698	58930	67174	36	47	3687	2490	81302	74584	64	58	661	1079	587	40961	51838	39622	14	33	0.3727133176486255	0.9882934904941832	1.7798573260266665E-4	1.0	7.073836700430688E-5	1.592252613770118E-4
2482890	2482890	2484452	2484452	+	SSO2728	SSO2728	Amino acid transporter, putative	1147	1212	31859	47939	19	25	2741	1726	60442	51703	39	35	673	1059	639	41665	50878	43163	12	28	0.7221204070011256	1.0	0.14613544108924248	1.0	0.11946003654723145	1.0
	2484459	2485367	2485367	+	SSO2729	SSO2729	hypothetical protein	400	285	11126	11294	9	12	710	478	15660	14321	18	16	162	288	160	10037	13858	10812	5	12	0.4430327180809865	1.0	0.03704695812327016	1.0	0.05477298633279426	1.0
2486491	2486491	2485358		-	SSO2730	SSO2730	hypothetical protein	900	636	25001	25161	17	22	2082	1506	45914	45130	43	40	348	643	267	21578	30888	18024	8	20	0.5000824212260423	1.0	0.01320061750437221	1.0	5.298409242839817E-7	1.0
2487444	2487444	2486527	2486527	-	SSO2732	SSO2732	Agmatinase (agmatine ureohydrolase) (speB-2)	6073	2641	168600	104491	120	148	5821	4679	128346	140153	158	146	475	629	487	29462	30223	32896	13	33	0.0548944756578681	0.21713659812318092	3.976564157279558E-52	2.8006887379211005E-51	4.413434370675219E-48	1.924232660491871E-47
2487988	2487988	2488191	2488253	+	NA	NA	Novel protein	3810	1419	105768	56136	326	396	3623	3642	79891	109096	493	463	1434	1525	1417	88785	73258	95612	172	421	0.2497471668522289	0.72660086954298	0.06824993060917146	0.16755680913750062	0.39279931594157624	0.7326448595123588
2489154	2489146	2488487	2488487	-	SSO2733	SSO2733	hypothetical protein	1596	1623	44311	64194	61	82	1462	1179	32245	35324	55	51	1154	1620	1038	71462	77800	70061	46	110	6.2996726986668E-6	7.601116709670446E-5	0.4138491673881524	0.8842226891416051	1.817045229843292E-8	4.5801310125523626E-8
2489447	2489447	2489184	2489155	-	SSO2734	SSO2734	hypothetical protein	719	835	19982	33030	74	100	393	322	8676	9643	37	34	321	403	354	19872	19381	23938	32	79	6.967093723280018E-25	5.163943514421595E-23	7.139786404622827E-4	0.0020733353617155654	8.148555486193627E-12	2.2468071947316886E-11
2489770	2489770	2489486	2489486	-	SSO11020	SSO11020	hypothetical protein	1298	1669	36035	66035	132	179	1533	1174	33801	35165	131	120	142	235	186	8843	11286	12557	15	38	4.241390278024532E-5	4.211254547173457E-4	8.096305668923867E-73	6.413180546402035E-72	2.0393061878762552E-26	7.197687259477078E-26
2489890	2489890	2490564	2490757	+	SSO2735	SSO2735	hypothetical protein	2370	1360	65797	53809	70	88	4581	3444	101012	103161	164	151	1875	2637	2052	116080	126646	138477	78	188	0.6552259962956003	1.0	0.21930938183771226	0.4990570947812853	0.3159433919151233	0.597528419824896
2491108	2491108	2490548		-	SSO2736	SSO2736	hypothetical protein	721	615	20017	24332	30	39	399	290	8797	8712	17	15	235	469	215	14605	22550	14566	13	30	5.131970781491441E-18	1.0	2.8969378656895856E-4	1.0	2.79233523360604E-7	1.0
2492459	2492459	2491146	2491146	-	SSO2737	SSO2737	hypothetical protein	1918	1973	53249	78054	37	49	1538	1081	33928	32400	27	25	247	454	199	15330	21806	13464	5	12	4.634986864565523E-9	1.0	9.446650677831509E-49	1.0	7.392215699588212E-8	1.0
2492589	2492589	2494097	2494097	+	SSO2738	SSO2738	4-hydroxybutyryl-CoA dehydratase (abfD-2)	1974	1990	54807	78728	33	44	1370	1082	30226	32425	22	20	234	244	141	14536	11749	9540	3	7	3.108259415199469E-10	1.0	1.1634117475239513E-111	1.0	7.700828057983622E-17	1.0
2495101	2495101	2494349	2493846	-	SSO2740	SSO2740	hypothetical protein	904	623	25104	24645	25	33	767	667	16932	19995	26	24	28364	37217	26328	1755723	1786912	1776249	982	2354	1.0501212373705598E-4	1.0	0.0	0.0	0.0	0.0
2495668	2495668	2495135	2495135	-	SSO2741	SSO2741	hypothetical protein	438	181	12162	7185	14	18	314	306	6942	9168	16	15	210	296	263	13014	14247	17758	11	28	0.0017037627481026403	1.0	0.6929092467089377	1.0	8.828113792301019E-6	1.0
2495776	2495776	2497512	2497512	+	SSO2742	SSO2742	hypothetical protein	3601	2054	99979	81248	41	52	1696	1295	37400	38783	23	21	200	262	230	12395	12609	15584	3	7	8.764967083641664E-14	1.0	1.2098206847549318E-176	1.0	8.861905501895164E-21	1.0
2497535	2497535	2498728		+	SSO2743	SSO2743	hypothetical protein	1532	1243	42528	49195	29	38	1462	1094	32254	32780	29	27	1917	2555	1736	118691	122706	117170	41	100	2.0186483865355278E-4	1.0	0.02478915377475203	0.06367049150231277	3.60230675554859E-32	1.3349977297646143E-31
	2498716	2499501	2499501	+	SSO2744	SSO2744	hypothetical protein	285	214	7927	8473	8	10	340	223	7503	6696	9	9	376	472	315	23326	22677	21310	11	28	0.004137395354548329	1.0	0.022885696240759867	1.0	2.0728179676672035E-23	1.0
2499842	2499842	2499504	2499504	-	SSO2745	SSO2745	hypothetical protein	209	156	5822	6205	13	17	236	242	5218	7248	19	18	568	590	513	35192	28340	34653	39	96	0.0829137183683156	1.0	1.5338479834760115E-16	7.032207323359092E-16	1.0094893654042357E-76	5.1942816438072496E-76
2501321	2501321	2500050	2500050	-	SSO2746	SSO2746	hypothetical protein	5648	1538	156807	60856	72	85	6722	5696	148212	170602	135	125	112	150	127	6960	7208	8586	2	5	0.6822219235219851	1.0	0.0	0.0	0.0	0.0
2501459	2501459	2502247	2502247	+	SSO2747	SSO2747	hypothetical protein	563	354	15645	14036	14	18	1296	1014	28576	30396	40	37	113	168	95	7006	8089	6462	3	9	0.27033973451692933	1.0	7.094401848437064E-10	1.0	2.3710358197835917E-43	1.0
2502319	2502319	2503128	2503128	+	SSO2748	SSO2748	hypothetical protein	3602	1718	100000	67963	83	103	7665	6335	169011	189749	239	221	694	770	735	42986	37008	49611	21	53	0.2635002403814932	0.7595150447292485	2.5797595032873194E-8	9.327283779016753E-8	2.395925834373781E-41	9.7116108364656E-41
2504163	2504163	2503123	2503123	-	SSO2749	SSO2749	hypothetical protein	3546	4711	98441	186358	100	136	9630	7122	212326	213315	223	204	598	666	480	37060	32011	32438	13	32	0.7726883980772947	1.0	1.1325276483793392E-44	7.48526235542438E-44	7.300964626271302E-112	4.2561615883113415E-111
2505747	2505747	2504398		-	SSO2750	SSO2750	hypothetical protein	1246	2161	34612	85504	32	44	3102	1617	68407	48435	48	43	231	331	197	14350	15925	13327	4	10	0.05191110511976028	1.0	6.300698263222787E-58	1.0	1.033174586212766E-51	1.0
2506250	2506250	2505750	2505750	-	SSO2751	SSO2751	hypothetical protein	255	373	7086	14774	15	21	841	564	18545	16897	38	35	30	46	30	1878	2233	2057	1	4	0.962366928667825	1.0	1.4089803960722523E-60	1.0	2.2901500248503097E-179	1.0
2507654	2507654	2506488	2506488	-	SSO2752	SSO2752	hypothetical protein	403	266	11193	10530	7	9	464	288	10234	8630	8	8	630	889	693	39031	42690	46760	15	36	0.0022469467793669443	1.0	3.820345320238975E-7	1.0	3.136705246014399E-68	1.0
	2508253	2507711	2507711	-	SSO2753	SSO2753	hypothetical protein	387	171	10743	6795	13	16	875	534	19307	16017	36	32	26	85	24	1670	4106	1642	2	4	0.4380866176833176	1.0	7.776388099211403E-23	1.0	5.048860534965316E-110	1.0
	2510007	2508253		-	SSO2754	SSO2754	hypothetical protein	2972	1361	82516	53838	31	38	7615	4599	167902	137746	96	87	325	848	279	20142	40720	18874	6	15	0.1696734616466327	0.5422931068849769	3.182832471510679E-17	1.0	5.886307068642186E-106	3.356057491700206E-105
2510372	2510372	2511685	2511722	+	SSO2755	SSO2755	Glycosyltransferase, putative	4107	4783	114007	189187	85	115	3657	3083	80647	92345	71	65	3107	4180	3413	192378	200706	230299	65	158	2.1755989882170157E-5	2.4101920463770712E-4	0.4555482824416572	0.9660230267308438	4.5935942441354726E-8	1.1412497112524921E-7
	2512588	2511689	2511581	-	SSO2756	SSO2756	pyruvate ferredoxin oxidoreductase subunit beta	2685	5219	74537	206437	111	156	2298	1438	50681	43080	57	52	14635	18673	9948	905903	896556	671213	386	916	2.925018768597394E-18	1.492718594531752E-16	4.482061904274514E-11	1.8003430590976208E-10	0.0	0.0
	2513759	2512557		-	SSO2757	SSO2757	Pyruvate synthase alpha chain	3368	5329	93514	210778	91	126	3221	1735	71034	51987	57	51	21768	25361	14808	1347435	1217694	999070	414	987	1.2621028314579874E-11	4.00910827992726E-10	1.2277028829488895E-19	5.962307448704981E-19	0.0	0.0
	2514040	2513756		-	SSO11071	SSO11071	Pyruvate synthase delta chain	1922	2457	53362	97181	195	264	1977	1304	43602	39072	159	145	12728	15299	9995	787861	734582	674369	1073	2569	2.2287043245694703E-7	3.5040184658508893E-6	2.987894520825357E-42	1.9418195497556024E-41	0.0	0.0
2514560	2514560	2514006		-	SSO2758	SSO2758	Pyruvate synthase gamma chain	7626	6240	211696	246800	317	413	6021	4499	132768	134743	262	241	31344	39445	28182	1940217	1893879	1901340	1435	3444	5.490151954152529E-5	5.357631044914364E-4	3.0443040073206615E-19	1.4715711762095061E-18	0.0	0.0
2515820	2515820	2514624	2514561	-	SSO2759	SSO2759	Molybdopterin oxidoreductase, iron-sulfur	4363	3106	121134	122868	79	101	5398	4866	119018	145746	118	110	15353	17526	13219	950375	841508	891896	309	747	0.12945069359373432	0.4389760448336546	4.2508490088980687E-19	2.04526939176193E-18	6.741316061375395E-92	3.694668468144649E-91
2515887	2515887	2516132	2516565	+	NA	NA	Novel protein	3599	1480	99905	58565	263	322	1827	1541	40299	46153	189	175	1218	1395	1072	75428	67020	72373	120	291	3.524424644001232E-7	5.300257930809583E-6	0.007818804164789181	0.020874731873918285	0.0017666536879858375	0.003784991693530566
	2518407	2516119	2516091	-	SSO2760	SSO2760	Carbon monoxide dehydrogenase, large chain	2708	3027	75172	119723	31	42	5107	2853	112610	85467	48	43	16372	17889	12678	1013430	858930	855394	165	397	0.0844443902284099	1.0	3.819249891458497E-34	2.28202013668144E-33	1.7952959262967643E-188	1.2391920661999617E-187
2519606	2519600	2518404		-	SSO2761	SSO2761	Acyl-CoA dehydrogenase (acd-5)	2073	2015	57550	79717	43	57	3030	1999	66815	59891	58	52	13605	15531	11750	842189	745689	792759	274	662	0.02749433565450512	1.0	1.2007884221218786E-65	9.20703043858475E-65	0.0	0.0
2520490	2520489	2519626	2519609	-	SSO2762	SSO2762	Electron transfer flavoprotein, subunit alpha	2003	1871	55613	74003	56	75	4689	2559	103388	76661	116	104	2072	2387	1530	128265	114643	103250	55	133	0.6664975398837389	1.0	0.669233516757204	1.0	0.21779246457467832	0.41748025998828425
2521219	2521219	2520491	2520491	-	SSO2763	SSO2763	Electron transfer flavoprotein, subunit beta	4523	2865	125562	113319	128	163	6458	4561	142402	136616	209	191	3225	3678	2933	199645	176607	197911	108	262	0.2151688795455465	0.6459216220108835	0.9387696555449463	1.0	0.09129746445777612	0.17874780305475285
2521316	2521316	2523199	2523199	+	SSO2764	SSO2764	hypothetical protein	3951	2867	109691	113401	46	59	7685	5768	169456	172756	99	90	15525	18506	11343	961027	888554	765280	193	462	0.8358355691976709	1.0	5.001259111386736E-22	2.548104683100967E-21	8.227582044643545E-44	3.456472726717322E-43
	2523283	2524260		+	SSO2765	SSO2765	Thioredoxin reductase (trxB-2)	177	92	4923	3642	3	4	93	99	2069	2968	2	2	217	322	153	13435	15484	10380	5	13	1.2425761952195737E-6	1.0	9.438472184450809E-4	1.0	4.812624173937374E-78	1.0
2524288	2524288	2525646		+	SSO2766	SSO2766	hypothetical protein	3077	2116	85437	83700	48	62	5180	3813	114218	114215	91	84	652	775	569	40390	37211	38437	11	28	0.5615578391362491	1.0	2.158796213663847E-10	1.0	9.112772011949443E-18	2.865460532646325E-17
2526369	2526242	2525637	2525629	-	SSO2768	SSO2768	hypothetical protein	2653	1248	73660	49384	81	101	1338	1205	29510	36105	58	54	1087	1462	1110	67317	70224	74948	48	116	5.518889284185032E-8	9.439726561356047E-7	0.130414846578353	0.3089660710794619	3.6876678368855495E-8	9.213250382202822E-8
2526654	2526654	2527580	2527582	+	SSO2769	SSO2769	hypothetical protein	2811	1549	78033	61293	59	75	2018	1633	44502	48929	54	50	442	506	465	27388	24336	31371	12	29	2.1032909901146156E-4	0.001814257466843052	2.801552881858975E-16	1.2787733315582096E-15	1.0153641584342758E-4	1.0
	2527607	2528839	2528839	+	SSO2770	SSO2770	Cytosine deaminase (codA)	1036	994	28776	39325	20	27	2377	1581	52424	47364	44	40	316	369	273	19588	17730	18462	6	15	0.8722888868037786	1.0	5.403083033998162E-9	1.0	1.90990937970836E-18	1.0
2528877	2528877	2529503	2529503	+	SSO2772	SSO2772	hypothetical protein	9053	3126	251310	123656	247	299	5910	5465	130314	163698	251	234	1082	1333	1252	66989	64007	84494	47	114	0.004806595920035558	0.027606887636661793	1.651479973055607E-15	7.365411398455737E-15	2.0813555694371393E-7	5.065879505596414E-7
2530423	2530423	2529509	2529189	-	SSO2773	SSO2773	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	6145	3280	170587	129738	131	164	11701	7893	257989	236401	296	270	1320	1552	1281	81714	74540	86457	36	88	0.9188705547342575	1.0	2.757125977605807E-7	9.452569568597882E-7	7.688452729319823E-19	2.4648973580198362E-18
2532050	2532050	2530455	2530455	-	SSO2774	SSO2774	Acetolactate synthase large subunit homolog	1472	1361	40868	53838	22	29	3038	1860	66989	55718	42	38	757	924	684	46869	44385	46150	11	28	0.4684961656214117	1.0	0.02565199817385913	1.0	0.0377909822180172	1.0
	2533125	2532076	2532076	-	SSO2775	SSO2775	Glycosyltransferase, putative	518	475	14381	18809	12	15	584	430	12886	12885	13	12	250	394	262	15477	18924	17724	6	16	7.100440705100675E-4	1.0	0.03911765723094876	1.0	0.06349606386677041	1.0
	2533412	2533143	2533143	-	SSO11114	SSO11114	Ferredoxin like protein (zfx-like1)	979	517	27201	20461	70	88	1068	779	23552	23352	94	86	207	277	234	12828	13301	15824	21	51	0.014412691681508093	0.06913206348926763	6.30218524532562E-8	2.229398030533938E-7	1.0913845866592319E-4	2.4424731978937375E-4
2534651	2534632	2533409		-	SSO2776	SSO2776	Electron transfert oxidoreductase	3206	2940	89012	116301	63	83	4723	3192	104136	95617	89	81	1520	2127	1426	94103	102134	96261	33	79	0.05724411348995933	0.2258566860510056	0.021396388525829747	0.05532139325656811	0.6565049489266158	1.0
2535017	2535008	2534652	2534652	-	SSO2777	SSO2777	hypothetical protein	1395	1183	38725	46797	91	119	818	641	18047	19216	56	52	1521	1914	1388	94157	91940	93684	108	261	8.546713105739331E-15	3.411015115149556E-13	0.1684220191943855	0.3915591827872458	1.4302215072239233E-84	7.663131759015616E-84
2535455	2535455	2535036	2535018	-	SSO2778	SSO2778	hypothetical protein	3885	1721	107845	68080	169	209	3618	3103	79785	92931	221	205	3917	4604	3179	242462	221053	214534	224	538	0.05966963071547546	0.23335623167999384	0.08172107933364657	0.19905924879940673	7.365396738950582E-10	1.939803726595022E-9
2536368	2536368	2535490	2535490	-	SSO2779	SSO2779	Dehydrogenase	1333	663	37003	26239	28	35	906	733	19984	21971	25	23	944	1067	840	58449	51249	56712	26	63	2.9284475179738127E-6	1.0	0.7536874458170153	1.0	3.0678151525678472E-18	1.0
2537099	2537099	2537284	2537344	+	NA	NA	Novel protein	10701	5175	297069	204687	1086	1348	6448	5456	142172	163430	887	821	9207	11390	8782	569935	546867	592550	1271	3063	1.453410166862339E-4	0.0012890216095277668	0.2341354167862754	0.5296973491683686	1.1577207878720154E-22	3.925909381966867E-22
	2537808	2537368	2537368	-	SSO2780	SSO2780	hypothetical protein	663	527	18421	20876	34	44	989	823	21809	24650	56	52	381	502	354	23633	24112	23883	22	54	0.1110780019130737	1.0	0.20014878107699105	1.0	0.6785876695842299	1.0
2538277	2538277	2537786		-	SSO2781	SSO2781	hypothetical protein	718	449	19931	17760	30	38	916	815	20206	24411	48	45	301	418	299	18661	20107	20198	16	39	0.1078802730941499	1.0	0.036040756439418314	1.0	0.4502108608730466	1.0
2539255	2539307	2540431	2540431	+	SSO2782	SSO2782	Transposase ISC1316	1940	938	53860	37103	32	40	1941	1622	42803	48588	43	40	502	582	489	31112	27949	32991	11	27	0.06737601932251638	1.0	7.31910172509316E-5	1.0	0.006739554272645089	1.0
2540537	2540537	2540782		+	SSO11133	SSO11133	hypothetical protein	767	675	21310	26698	74	97	655	458	14462	13731	62	57	1190	1674	1033	73675	80392	69695	127	303	6.252150262119887E-7	9.052531984176375E-6	0.0011374587510746994	0.0032455628708483405	7.643704095973747E-85	4.102560491511427E-84
