operon_id	chromosome	TSS_start	TSS_end	score	strand	RNAP1_promoter	RNAP1_body	spt45_r1_promoter	spt45_r1_body	elf1_r1_promoter	elf1_r1_body	cpsf1_r1_promoter	cpsf1_r1_body	RNAP2_promoter	RNAP2_body	spt45_r2_promoter	spt45_r2_body	elf1_r2_promoter	elf1_r2_body	cpsf1_r2_promoter	cpsf1_r2_body	EI_RNAP1	EI_RNAP2	EI_spt45_r1	EI_spt45_r2	EI_elf1_r1	EI_elf1_r2	EI_RNAPmean	EI_Spt45mean	EI_Elf1mean	EI_RNAPsd	EI_Spt45sd	EI_Elf1sd	TFB1_peakStart	TFB1_foldR1	TFB1_foldR2	TFEb_peakStart	TFEb_foldR1	TFEb_foldR2	first.cistron	Translation_Start	Translation_Stop	Transcription_Stop	Strand	Name	Synonym	Product	Expression.expon	Expression.stat	Expression.oxid	Expression.mock	qValue.expon.vs.stat	qValue.expon.vs.oxid	qValue.expon.vs.mock	qValue.stat.vs.oxid	qValue.stat.vs.mock	qValue.oxid.vs.mock	foldchange_ExpStat	foldchange_ExpOxid	foldchange_OxidMock	UTR	Name	Synonym	Product	Raw.Counts.h2o2.Replicate.1	Raw.Counts.h2o2.Replicate.2	Normalized.Counts.h2o2.Replicate.1	Normalized.Counts.h2o2.Replicate.2	RPKM.h2o2	Expression.h2o2	Raw.Counts.expon.Replicate.1	Raw.Counts.expon.Replicate.2	Normalized.Counts.expon.Replicate.1	Normalized.Counts.expon.Replicate.2	RPKM.expon	Expression.expon	Raw.Counts.stat.Replicate.1	Raw.Counts.stat.Replicate.2	Raw.Counts.stat.Replicate.3	Normalized.Counts.stat.Replicate.1	Normalized.Counts.stat.Replicate.2	Normalized.Counts.stat.Replicate.3	RPKM.stat	Expression.stat	pValue.h2o2.vs.expon	qValue.h2o2.vs.expon	pValue.h2o2.vs.stat	qValue.h2o2.vs.stat	pValue.expon.vs.stat	qValue.expon.vs.stat
ID_2044	gi|15896971|ref|NC_002754.1|	2744632	2744633	.	-	6.61581333333333	0.5524168	4.44402	0.6006488	2.8626	0.784776	22.01796	0.8920648	5.46472666666667	0.612376	3.61724	0.6576852	1.06720666666667	0.8124904	13.9932666666667	1.037978	-3.58208942876026	-3.15765968982149	-2.88727171226898	-2.45942021189761	-1.86697326527524	-0.393416911901225	-3.36987455929087	-2.6733459620833	-1.13019508858823	0.300117146540844	0.302536697253431	1.04196168993129	2744638	3.62914	4.40489	2744635	2.27225	2.83341	2744632	2744632	2743532	2743532	-	dhg-1	SSO3003	glucose 1-dehydrogenase	162	151	64	91	1	0.20729646	0.699820626	0.261830572	0.555603468	1	0.101445264	1.339850003	-0.50779464	1	SSO3003	SSO3003	Glucose 1-dehydrogenase (dhg-1)	2824	1547	78415	61202	50	63	7779	6114	171515	183128	174	161	2598	2705	3083	160824	129875	208041	61	150	0.0514687909964165	0.206738511447541	0.104231348445083	0.250171308951075	0.695829573933871	1
ID_2052	gi|15896971|ref|NC_002754.1|	2759450	2759451	.	+	15.1342866666667	0.6078024	7.69739333333333	0.5715136	1.64358	0.7777004	9.88840666666667	0.935612	15.9016933333333	0.5650524	6.59696666666667	0.6384328	1.08540933333333	1.0879188	5.28894	1.0362472	-4.63807449556761	-4.8146519308997	-3.75151023526047	-3.36919613704534	-1.07955529427676	0.00333166139867796	-4.72636321323366	-3.56035318615291	-0.538111816439042	0.124859101927844	0.270336891391132	0.76571670961656	2759451	15.28921	16.64327	2759452	9.3303	13.5646	2759451	2759451	2760410	2760410	+	-	SSO3013	dehydrogenase	6	8	16	6	1	1	1	1	1	1	-0.415037499	-1.415037499	1.415037499	0	SSO3013	SSO3013	Dehydrogenase, putative	553	410	15358	16247	12	16	237	214	5234	6435	6	6	108	167	131	6712	8032	8877	3	8	1.05356487762854e-17	1	8.82513164067807e-10	1	0.067687787237555	1
ID_2084	gi|15896971|ref|NC_002754.1|	2808295	2808296	.	-	21.0630333333333	6.5039	21.9844	8.86898	16.8666666666667	9.5492	16.1412	2.990768	30.6913333333333	9.324104	30.3992666666667	12.71248	4.62538666666667	2.892644	22.8634	5.87274	-1.6953362362854	-1.71879432129808	-1.30964006063751	-1.25779101704076	-0.820723105034476	-0.677185194526452	-1.70706527879174	-1.28371553883914	-0.748954149780464	0.0165873709861115	0.0366628103253022	0.101496629877572	2808290	8.92653	12.18165	2808279	3.33322	5.37235	2808286	2808286	2806121	2806121	-	-	SSO3053	maltose ABC transporter maltose binding protein	92	25344	39	49	0	0.505066827	0.585488751	0	0	1	-8.105794664	1.238159737	-0.329307625	10	SSO3053	SSO3053	Maltose ABC transporter, maltose binding	1792	3079	49768	121802	28	39	10417	5550	229676	166221	102	91	963926	937556	882663	59666491	45014552	59549514	10340	25274	0.153613672622856	0.505496155258933	0	0	0	0
ID_2174	gi|15896971|ref|NC_002754.1|	2925370	2925371	.	-	6.8277	2.0277936	4.40278	1.7366532	1.78748666666667	1.3726904	2.33517333333333	1.6346	4.24096	1.7790984	2.66520666666667	1.4742676	1.13202666666667	1.10246	1.635204	1.867016	-1.75148885530132	-1.2532445690414	-1.34210507224883	-0.854248990091291	-0.380926207335726	-0.0381816313623749	-1.50236671217136	-1.09817703117006	-0.209553919349051	0.352311913501839	0.344966343936695	0.242357013885665	2925369	8.33762	5.52111	2925375	2.61018	2.56969	2925370	2925370	2924591	2924525	-	-	SSO3179	hypothetical protein	123	53	64	114	4.11e-09	1	1	1	1.27e-08	1	1.214594051	0.942514505	-0.832890014	1	SSO3179	SSO3179	hypothetical protein	1973	1130	54769	44703	50	63	4120	3353	90856	100421	132	122	639	964	582	39597	46305	39318	22	53	0.362091348752917	0.967545380830756	0.00493158593027073	1	1.37004800039128e-09	3.56601958630272e-09
ID_2187	gi|15896971|ref|NC_002754.1|	2940073	2940074	.	-	32.2536533333333	3.522404	31.5224	4.594572	29.5468266666667	4.551096	27.46996	2.175544	20.5670333333333	2.150224	19.7198533333333	2.730136	3.35586666666667	1.0005008	22.4459533333333	2.484764	-3.19483028935151	-3.25777484329088	-2.77837499954969	-2.85260409670269	-2.69871726938354	-1.74596307577768	-3.22630256632119	-2.81548954812619	-2.22234017258061	0.0445085209292908	0.0524878979582453	0.673698951102625	2940056	7.23692	5.17045	2940050	2.86552	3.18392	2940071	2940071	2939133	2939133	-	-	SSO3192	hypothetical protein	9	269	39	14	0	1	1	4.69e-23	0	1	-4.901537361	-2.115477217	1.478047297	3	SSO3192	SSO3192	hypothetical protein	1406	855	39029	33827	30	38	325	324	7168	9715	9	8	4067	5415	3622	251801	260013	244390	112	268	1.28219387987323e-59	1	1.3026487102975e-24	6.9200434047033e-24	0	0
ID_2192	gi|15896971|ref|NC_002754.1|	2946086	2946087	.	-	14.2191266666667	5.502824	13.4481466666667	7.384112	9.88998	7.071564	9.60539333333333	2.33798	11.5928866666667	4.578192	10.7241733333333	6.304576	2.22066	1.716432	6.669	2.558688	-1.36958876593099	-1.3403899739058	-0.864911023302414	-0.76639518896585	-0.483938275945681	-0.371575819085196	-1.35498936991839	-0.815653106134132	-0.427757047515438	0.0206466638434672	0.069661214513635	0.0794522551968297	2946073	2.71845	3.23751	2946065	2.2499	2.98168	2946092	2946087	2945488	NA	-	-	SSO3201	hypothetical protein	135	312	303	148	2.14e-07	1.28e-07	0.648182752	0.151673214	0.042072108	0.031216853	-1.208586622	-1.166358386	1.033720618	0	SSO3201	SSO3201	hypothetical protein	5974	4904	165841	193989	230	299	3300	2963	72771	88752	144	134	3247	3275	2990	201015	157252	201782	127	311	1.42415938867908e-08	2.84192831856281e-07	0.066854077294582	0.164259465365457	1.47912159113968e-07	3.61989427139766e-07
ID_2217	gi|15896971|ref|NC_002754.1|	2975458	2975459	.	+	10.4328266666667	3.744448	10.03294	4.769192	5.88005333333333	4.449304	6.07618666666667	1.822036	12.1447	4.044824	11.3468866666667	5.067804	2.10634666666667	1.600716	7.95617333333333	2.2327	-1.47830513426338	-1.58617801875868	-1.07292765807896	-1.16286387470299	-0.402249566228689	-0.39602553075304	-1.53224157651103	-1.11789576639097	-0.399137548490865	0.0762776481327847	0.0635945086491144	0.00440105769117707	2975473	3.53098	3.52328	2975479	2.3815	2.26019	2975459	2975459	2976436	2976522	+	htpX-2	SSO3231	heat shock protein HtpX	418	1837	384	411	1.52e-15	0.544030149	1	0.002924038	2.37e-05	1	-2.135776779	0.122396631	-0.098032083	0	SSO3231	SSO3231	heat shock protein HtpX	12760	9858	354207	389894	294	380	16858	14619	371704	437848	446	413	29635	35308	27389	1834444	1695271	1847827	759	1832	0.168546296390255	0.539798992451506	0.000914575964337432	0.00262161600090463	4.53123950455112e-16	1.38563345556656e-15
ID_109	gi|15896971|ref|NC_002754.1|	127121	127122	.	+	15.1916666666667	2.954564	13.8440133333333	3.846596	8.94514	4.047716	18.4914666666667	2.827456	10.3141666666667	1.83552	8.59580666666667	2.384908	1.8508	1.190828	12.7364333333333	2.617308	-2.36226300038208	-2.4903665239762	-1.84760801665765	-1.84969942060165	-1.14399599227716	-0.636183954765762	-2.42631476217914	-1.84865371862965	-0.890089973521461	0.0905828702272921	0.00147884591100825	0.359077335292466	127117	4.82216	4.41848	127124	2.98259	2.66359	127132	127134	127763	127763	+	hpS-1	SSO0151	D-arabino 3-hexulose 6-phosphate formaldehyde lyase (hpS-1)	571	275	456	588	2.16e-05	1	0.918828718	0.000533	1.12e-06	1	1.054059127	0.324456921	-0.366782331	12	SSO0151	SSO0151	D-arabino 3-hexulose 6-phosphate formaldehyde	10814	6787	300183	268442	355	451	15102	12692	332990	380120	611	565	2604	3554	2782	161206	170666	187711	114	274	0.358558765762722	0.962235722258064	0.000211870102284894	0.000634794637548484	1.10020015892898e-05	2.55782157934721e-05
ID_1092	gi|15896971|ref|NC_002754.1|	1519886	1519887	.	+	18.5248	4.418324	15.8420066666667	5.487212	9.58968666666667	6.094232	31.1034	3.3024	30.0787333333333	8.739676	27.4435333333333	13.41092	3.31346	2.630652	44.8664666666667	9.23742	-2.06788684487529	-1.78309211216209	-1.52960986857004	-1.03305802863261	-0.654039254693765	-0.332918091434586	-1.92548947851869	-1.28133394860132	-0.493478673064175	0.201380286747719	0.351115173230415	0.227066952123078	1519894	6.29647	8.09752	1519896	3.43891	5.33787	1519887	1519887	1521248	NA	+	codB	SSO1665	cytosine permease (codB)	35	104	58	73	5.08e-15	1	1.89e-05	1	1	1	-1.571156701	-0.728697978	-0.331843564	0	SSO1665	SSO1665	Cytosine permease (codB)	1397	3006	38796	118918	40	57	2597	1282	57269	38399	39	35	2376	2864	2093	147134	137549	141268	43	104	2.86559584026736e-05	1	0.688428115249036	1	1.14871179912012e-15	3.48192778058513e-15
ID_1294	gi|15896971|ref|NC_002754.1|	1749075	1749076	.	+	6.02863333333333	0.5559048	2.92680666666667	0.4439732	0.751831333333333	0.5862992	1.64184666666667	0.7968376	4.98941333333333	0.4994044	2.51181333333333	0.4722332	1.09875	1.1229156	1.16314666666667	0.8660588	-3.43892124178331	-3.32058975284972	-2.7207829526685	-2.41115787577355	-0.358771954221609	0.0313863313481986	-3.37975549731651	-2.56597041422102	-0.163692811436705	0.0836729982528405	0.218937991497827	0.275883569462529	1749079	4.44862	4.19733	1749075	2.83528	3.54882	NA	1749076	1749408	NA	+	-	SSO1928	hypothetical protein	1	2	3	1	1	1	1	1	1	1	-1	-1.584962501	1.584962501	0	SSO1928	SSO1928	hypothetical protein	37	29	1048	1156	2	3	23	26	520	781	2	1	11	17	10	726	846	731	0	2	0.000202774181708713	1	0.0138523087470205	1	0.274186706718063	1
ID_1296	gi|15896971|ref|NC_002754.1|	1751337	1751338	.	+	10.7066133333333	3.95146	9.63142666666667	5.421732	7.21866666666667	5.70612	27.3937333333333	6.508792	8.98006666666667	4.538632	9.23734	7.078448	1.96909733333333	1.81816	15.81732	5.938452	-1.4380444964074	-0.984468638506751	-0.828995713322437	-0.384044396702805	-0.339222299641408	-0.115055262236554	-1.21125656745708	-0.606520055012621	-0.227138780938981	0.320726564904057	0.314628093279625	0.158510032267471	1751335	4.76348	4.40669	1751336	3.72779	3.45533	1751338	1751338	1751796	NA	+	-	SSO1931	hypothetical protein	156	2641	166	134	0	0.136413533	1	7.26e-131	0	0.973063774	-4.081466367	-0.089637212	0.308950241	0	SSO1931	SSO1931	hypothetical protein	2067	2382	57392	94211	123	165	3202	2399	70615	71868	169	155	19099	25675	17967	1182274	1232765	1212164	1100	2634	0.0351461033448252	0.149263055542211	1.38934783576581e-132	1.41804584024228e-131	0	0
ID_1389	gi|15896971|ref|NC_002754.1|	1880013	1880014	.	+	15.725	1.245412	9.62256666666667	1.759568	5.52422	2.077252	5.98506666666667	1.195332	15.5082733333333	1.536672	10.5870333333333	2.110652	1.72405333333333	1.1341288	8.65088666666667	1.8398504	-3.6583650267029	-3.33515690570545	-2.45120049195032	-2.3265377435047	-1.41109452945168	-0.604219912039664	-3.49676096620418	-2.38886911772751	-1.00765722074567	0.228542654091856	0.08814987478725	0.570546513539336	1880007	13.92888	14.00499	1880011	9.98808	11.96375	1880014	1880014	1881159	NA	+	acaB-2	SSO2061	acetyl-CoA acetyltransferase	44	106	92	71	1.14e-08	4.35e-07	0.007409705	0.384050861	1	0.713816188	-1.268488836	-1.064130337	NA	0	NP_343455.1	NP_343455.1	acetyl-CoA acetyltransferase	2754	3378	76473	133604	67	91	2458	1583	54213	47429	48	44	1908	2564	1846	118159	123119	124582	44	106	3.87219552561763e-08	6.8102512266936e-07	0.18064800083255	0.417488661166835	5.452965714894e-09	1.40289936119546e-08
ID_1425	gi|15896971|ref|NC_002754.1|	1936373	1936374	.	+	5.22712666666667	0.7586636	4.07947333333333	0.8392932	2.40690666666667	0.734246	7.11871333333333	0.8302908	4.94497333333333	1.095538	4.06874	1.0760368	1.24662666666667	0.9054272	7.15234	1.238052	-2.78448589463764	-2.17432321427169	-2.28113611275918	-1.91885467418582	-1.71284479286382	-0.461358926519582	-2.47940455445467	-2.0999953934725	-1.0871018596917	0.431450168913724	0.256171661913243	0.884934142651131	1936394	5.06891	4.08831	1936390	2.41899	2.40679	1936374	1936374	1937183	1937183	+	-	SSO2112	hypothetical protein	36	131	19	40	2.21e-27	1	1	2.55e-26	4.24e-06	1	-1.863498	0.921997488	-1.074000581	0	SSO2112	SSO2112	hypothetical protein	543	395	15096	15653	14	18	1275	1008	28121	30209	39	36	1681	2257	1576	104058	108375	106362	54	131	0.376173473541689	1	3.47819299490065e-28	1.94043275862468e-27	2.51594539429433e-30	9.12836598186275e-30
ID_1437	gi|15896971|ref|NC_002754.1|	1951497	1951498	.	+	8.76772	1.3131664	5.72427333333333	1.547684	2.74895333333333	1.678804	3.71924666666667	1.1377268	11.9761866666667	2.239564	8.14225333333333	2.68248	1.60669333333333	1.0950656	5.78802	1.682092	-2.73915198485174	-2.418878813452	-1.88698162443626	-1.60186069475572	-0.711448609863628	-0.553077293494193	-2.57901539915187	-1.74442115959599	-0.632262951678911	0.226467331328873	0.201610942835323	0.111985431750268	1951536	7.0254	8.26993	1951526	3.32847	3.62481	1951498	1951498	1953090	1953090	+	-	SSO2126	L-lactate permease	78	258	31	65	1.48e-16	0.150072397	1	2.18e-34	3.19e-10	0.474200379	-1.725825037	1.331205908	-1.068171503	0	SSO2126	SSO2126	L-lactate permease	1889	1150	52450	45487	24	30	5917	3957	130475	118517	85	78	6559	8282	6324	406031	397644	426665	106	257	0.0328299266129801	0.140964912477527	1.00063433706488e-35	6.08393494391205e-35	2.57910525193509e-17	8.02875464927395e-17
ID_1470	gi|15896971|ref|NC_002754.1|	1994307	1994308	.	-	11.62972	3.774288	12.2309666666667	4.161848	8.37228	5.82674	6.04911333333333	2.770264	7.29812	2.62804	7.08830666666667	3.069488	1.59853333333333	1.42784	4.60950666666667	2.842492	-1.6235399443229	-1.47353763843972	-1.5552422501583	-1.20744299191655	-0.522931625077509	-0.1629145043482	-1.54853879138131	-1.38134262103743	-0.342923064712854	0.10606764768362	0.245931213994389	0.25457054741095	1994291	3.3567	3.19999	1994302	2.31788	2.7157	NA	1994308	1993637	1993634	-	-	SSO2169	hypothetical protein	178	200	196	165	1	0.136270578	1	0.153495804	1	1	-0.168122759	-0.138976413	0.24838763	0	SSO2169	SSO2169	hypothetical protein	5341	2841	148278	112374	154	193	5340	4013	117739	120198	192	177	2012	2695	2201	124553	129440	148518	82	199	0.0318946623064937	0.137696457830344	0.071028098872941	0.17366821048125	0.619812272624458	1
ID_1530	gi|15896971|ref|NC_002754.1|	2061562	2061563	.	+	5.68026666666667	1.3046136	3.87606	1.2224364	2.11847066666667	1.239852	5.96844	1.594308	9.09465333333333	2.153848	5.36929333333333	2.218676	1.4964	1.371068	8.57288	3.260696	-2.12233608715349	-2.07810220629162	-1.66483149564132	-1.27503322208171	-0.772855234909993	-0.126195745668368	-2.10021914672256	-1.46993235886152	-0.449525490289181	0.0312780771156314	0.275629002528808	0.457257309961382	2061561	7.96685	9.57794	2061569	3.84643	5.53848	2061575	2061575	2062390	2062459	+	czcD	SSO2247	cation transport protein (czcD)	39	299	63	66	2.85e-163	1	0.001474101	2.49e-08	6.76e-14	1	-2.938599455	-0.691877705	-0.067114196	12	SSO2247	SSO2247	Probable cation transport protein (czcD)	1870	1283	51930	50771	49	62	1396	1121	30780	33588	42	39	4822	5352	2589	298518	256991	174707	125	298	1.18025249252787e-05	1	3.98864819834849e-09	1.48347214354347e-08	1.14987393642519e-179	7.78164687846002e-179
ID_1562	gi|15896971|ref|NC_002754.1|	2113200	2113201	.	-	15.43894	6.531788	15.4418666666667	8.596456	8.43058666666667	9.871888	6.00388666666667	3.553476	9.21088	2.5349	7.04739333333333	3.43764	1.56328	1.318796	3.21951333333333	1.637476	-1.24102383236549	-1.86141016175557	-0.845033243319986	-1.03567126751462	0.227692997951284	-0.24535478710551	-1.55121699706053	-0.940352255417304	-0.00883089457711266	0.438679380467158	0.134801439660032	0.334495296638935	2113212	6.64405	7.30731	2113216	3.95965	5.28012	2113201	2113201	2112167	2112167	-	-	SSO2309	cofactor biosynthesis protein	10	83	22	12	1.12e-286	1	1	6.9e-05	3.59e-35	1	-3.053111336	-1.137503524	0.874469118	0	SSO2309	SSO2309	Cofactor biosynthesis protein	747	665	20740	26302	17	22	458	371	10119	11118	11	10	1252	1407	1684	77500	67556	113617	33	83	9.45718797934819e-15	1	1.11419884276533e-05	3.56474922664796e-05	1.26997723423175e-294	1.02954144014673e-293
ID_1576	gi|15896971|ref|NC_002754.1|	2131091	2131092	.	+	7.22128666666667	0.8440504	3.95896	0.8986004	0.99166	0.8480856	4.24736	1.43182	8.85241333333333	1.0336308	4.90597333333333	1.1523172	1.18839666666667	1.216298	9.72642666666667	1.720596	-3.09685486205434	-3.09834984942033	-2.13936988176568	-2.09000148790229	-0.2256356757881	0.0334802769886993	-3.09760235573733	-2.11468568483398	-0.0960776993997006	0.00105711570427532	0.0349087260770916	0.183222647322088	2131107	7.13254	8.1578	2131109	5.81135	7.50696	2131092	2131092	2131862	2131862	+	-	SSO2331	hypothetical protein	54	23	135	65	1	5.81e-12	0.168355512	5.79e-118	3.34e-21	0.03345794	1.231325546	-1.321928095	1.054447784	0	SSO2331	SSO2331	hypothetical protein	4147	2309	115122	91326	106	133	1838	1422	40537	42610	58	53	245	440	260	15174	21162	17601	9	23	4.6824863192528e-14	1.73530713236119e-12	7.85435414524572e-120	7.76209665211109e-119	2.75320246211427e-12	1
ID_1595	gi|15896971|ref|NC_002754.1|	2149547	2149548	.	-	6.41518666666667	0.9635692	5.53164666666667	0.8235704	3.06516666666667	0.72151	2.27018	0.6313332	6.51210666666667	0.9608336	4.49312	0.8935952	1.25936666666667	0.7075588	2.11748	0.8384928	-2.73503106050651	-2.76076582322213	-2.74774512342789	-2.33002425172084	-2.08687422629441	-0.831776437442779	-2.74789844186432	-2.53888468757437	-1.4593253318686	0.0181972252284444	0.29537326102721	0.887488157549232	2149529	5.49252	4.25369	2149524	2.97101	3.41267	2149548	2149548	2147932	2147932	-	-	SSO2354	hypothetical protein	97	5	43	82	0	0.58674448	1	1	0	0.968242995	4.277984747	1.173648087	-0.93128725	0	SSO2354	SSO2354	hypothetical protein	3062	1403	85013	55521	35	43	7167	5153	158026	154329	105	96	147	177	167	9132	8534	11308	2	5	0.187978549402102	0.58158920924999	5.87980583023929e-209	1	0	0
ID_1632	gi|15896971|ref|NC_002754.1|	2200123	2200124	.	-	22.7174733333333	10.325116	23.422	13.806964	17.1357066666667	13.69996	8.20204	3.815736	15.7245066666667	6.076056	15.3107333333333	8.41828	2.75824666666667	2.235556	8.11624	3.325376	-1.13764439532274	-1.37180768375384	-0.762468150899006	-0.862945983799962	-0.322834008064532	-0.303117795688987	-1.25472603953829	-0.812707067349484	-0.312975901876759	0.165578449154572	0.0710485570031949	0.013941467470062	2200113	4.70363	5.23791	2200103	2.69658	4.43083	2200124	2200124	2198301	2198275	-	-	SSO2420	ATPase AAA	61	816	99	59	0	0.00153735	1	5.41e-18	4.43e-186	0.201150919	-3.741688004	-0.698619283	0.746713571	0	SSO2420	SSO2420	AAA family ATPase	4745	5764	131727	228009	73	98	5343	3452	117816	103411	66	60	24977	29812	21897	1546105	1431387	1477336	338	814	0.000194360526140534	0.00169006792702649	3.45323783574317e-19	1.66407575583104e-18	0	0
ID_1776	gi|15896971|ref|NC_002754.1|	2386104	2386105	.	-	5.287	0.7386752	3.44378	0.8277552	1.61634666666667	1.1253696	1.7227	0.8083852	6.33610666666667	1.44788	4.8486	1.707764	1.37900266666667	1.0460472	4.4088	1.417728	-2.83943727963607	-2.1296545859042	-2.05671690772479	-1.50545961988172	-0.522337756921515	-0.398677295991949	-2.48454593277014	-1.78108826380326	-0.460507526456732	0.501892155906658	0.389797766412344	0.0874411504879502	2386103	4.76871	4.70195	2386104	4.74319	3.38189	2386097	2386095	2383915	2383913	-	dppA	SSO2619	peptide ABC transporter substrate-binding protein	1846	364	1172	1360	7.04e-22	1	1	6.76e-08	4.61e-11	1	2.342392197	0.655429983	-0.214634082	10	SSO2619	SSO2619	Dipeptide ABC transporter, periplasmic dipeptide	64035	83003	1777544	3282851	855	1160	232689	95359	5130381	2855898	2085	1830	14087	15848	11052	871994	760941	745694	151	363	0.385136426889365	1	7.69549896602832e-09	2.82168295421038e-08	1.29250476520044e-23	4.42636670414628e-23
ID_1796	gi|15896971|ref|NC_002754.1|	2417280	2417281	.	-	31.8866	7.468276	32.3090666666667	10.411012	20.1870666666667	11.237696	105.7236	4.13342	16.1032066666667	2.24252	15.3515933333333	2.99846	2.34441333333333	1.331676	95.8928	2.43668	-2.09410312394051	-2.84415524691273	-1.63382876283186	-2.35609476765107	-0.845085012974584	-0.815983833580839	-2.46912918542662	-1.99496176524147	-0.830534423277711	0.530366942397019	0.510719189828176	0.0205776412898436	2417277	5.17482	5.04404	2417271	2.70267	3.11818	2417281	2417281	2416772	NA	-	soxA	SSO2658	quinol oxidase subunit II SoxA	3243	2237	2579	2872	0.073231157	1	1	0.172889111	0.075679021	1	0.535763767	0.330517251	-0.155243976	0	SSO2658	SSO2658	Quinol oxidase (SoxABC), subunit II (soxA)	49195	31228	1365611	1235095	2006	2549	76801	52849	1693343	1582795	3524	3211	21676	25301	12723	1341782	1214785	858428	942	2232	0.411769118988842	1	0.0654003368910053	0.160941698610039	0.0325838227791844	0.0657378096640318
ID_2035	gi|15896971|ref|NC_002754.1|	2733829	2733830	.	+	14.9226866666667	3.093084	13.1837866666667	3.755996	12.6521266666667	3.78334	7.44878	2.191048	9.12320666666667	2.292016	7.93184666666667	2.597056	1.71599333333333	1.43112	7.62744666666667	2.307592	-2.27038938159239	-1.99292388339061	-1.81149737117788	-1.61077966558028	-1.74164756558361	-0.261899300242218	-2.1316566324915	-1.71113851837908	-1.00177343291291	0.196197735323779	0.141928850732269	1.04634003287193	2733819	4.77641	3.09803	2733811	2.37279	2.40981	2733829	2733830	2734393	2734393	+	-	SSO2991	hypothetical protein	34	231	30	47	4.19e-179	1	1	3.87e-31	3.68e-19	1	-2.7642862	0.180572246	-0.647698256	0	SSO2991	SSO2991	hypothetical protein	725	362	20134	14328	24	30	873	638	19256	19130	37	34	1994	2750	2006	123449	132036	135388	96	231	0.0664849496051642	1	1.86994914789908e-33	1.10668283220719e-32	2.35489865099372e-180	1.60763146941742e-179
ID_2049	gi|15896971|ref|NC_002754.1|	2754393	2754394	.	+	2.73454866666667	0.8531136	1.75488866666667	0.6601384	1.18834333333333	0.622906	5.97564	1.103492	3.16557333333333	0.8706116	1.92814333333333	0.5306252	1.35860333333333	1.0004696	6.46811333333333	1.0120028	-1.68049297022667	-1.86236566948027	-1.4105390795852	-1.86144720433045	-0.93186534235326	-0.441446968389169	-1.77142931985347	-1.63599314195782	-0.686656155371214	0.128603418954919	0.318840192699476	0.346778157848489	2754359	3.98035	4.24346	2754371	2.29236	2.76752	2754394	2754394	2755527	2755527	+	-	SSO3010	hypothetical protein	26	10	39	18	1	1	1	1	1	1	1.378511623	-0.584962501	1.115477217	0	SSO3010	SSO3010	hypothetical protein	1670	1050	46376	41548	30	38	1174	1129	25903	33826	28	26	150	219	221	9293	10550	14959	4	10	0.000112388706220055	1	6.50914253125796e-45	1	6.15717818621824e-16	1
ID_2079	gi|15896971|ref|NC_002754.1|	2800267	2800268	.	-	9.74659333333333	0.588908	6.69396666666667	0.6228988	3.03101333333333	1.0214828	38.5352	1.5034576	8.42786666666667	0.7911608	6.02317333333333	0.753566	1.27149066666667	1.1096976	34.4072	1.6575512	-4.04878387365407	-3.41312463901247	-3.42579166876451	-2.99871799817465	-1.56913528671526	-0.19635428590535	-3.73095425633327	-3.21225483346958	-0.882744786310304	0.449478955338927	0.301986688540321	0.97070275475674	2800253	8.37178	6.04296	2800252	4.792	3.82212	2800256	2800256	2799228	NA	-	-	SSO3048	ABC transporter permease	13	96	29	8	5.98e-184	1	1	0.001096367	1.46e-108	1	-2.884522783	-1.157541277	1.857980995	12	SSO3048	SSO3048	ABC transporter, permease	733	989	20363	39131	21	28	548	495	12099	14836	14	13	1421	2145	1573	87982	103033	106174	40	96	3.4534921455642e-12	1	0.000230354157127635	0.000686870202239779	4.94732230786836e-189	3.4224476320876e-188
ID_2090	gi|15896971|ref|NC_002754.1|	2816851	2816852	.	+	3.51883333333333	3.7848288	2.78601333333333	3.515144	1.45814	3.41616	1.62021333333333	2.5433564	5.0213	3.276344	3.34334	2.96522	1.22729333333333	1.1151508	2.54376	2.810972	0.105130860308772	-0.615974081281918	0.335381628961797	-0.173150929560821	1.22824630351184	-0.138241289746369	-0.255421610486573	0.0811153497004877	0.545002506882735	0.509898194145907	0.359586820585488	0.966252643600163	2816859	4.92385	5.1883	2816853	2.79726	4.04221	2816852	2816852	2817589	2817589	+	-	SSO3061	hypothetical protein	2	58	3	5	1	1	1	1	1	1	-4.857980995	-0.584962501	-0.736965594	0	SSO3061	SSO3061	hypothetical protein	64	95	1780	3785	2	3	100	46	2223	1385	2	2	764	993	520	47348	47702	35109	24	58	6.42509263224219e-05	1	9.35484007829216e-256	1	0	1
