as.character(peaks$V1)	start	end	peak	peak_rep1	peak_rep2	fold_rep1	fold_rep2
gi|15896971|ref|NC_002754.1|	2136088	2136089	TFB1.expon.peak1247	TFB1.expon_r1_peak_1258	TFB1.expon_r2_peak_1354	2.24759	2.15865
gi|15896971|ref|NC_002754.1|	2137220	2137221	TFB1.expon.peak1248	TFB1.expon_r1_peak_1259	TFB1.expon_r2_peak_1355	8.12007	8.45888
gi|15896971|ref|NC_002754.1|	2138326	2138327	TFB1.expon.peak1249	TFB1.expon_r1_peak_1260	TFB1.expon_r2_peak_1356	2.62753	2.31019
gi|15896971|ref|NC_002754.1|	2138986	2138987	TFB1.expon.peak1250	TFB1.expon_r1_peak_1261a	TFB1.expon_r2_peak_1357a	5.40876	5.69639
gi|15896971|ref|NC_002754.1|	2139213	2139214	TFB1.expon.peak1251	TFB1.expon_r1_peak_1261b	TFB1.expon_r2_peak_1357b	3.27732	3.52021
gi|15896971|ref|NC_002754.1|	2139818	2139819	TFB1.expon.peak1252	TFB1.expon_r1_peak_1262	TFB1.expon_r2_peak_1358b	11.91123	11.67673
gi|15896971|ref|NC_002754.1|	2141031	2141032	TFB1.expon.peak1253	TFB1.expon_r1_peak_1264	TFB1.expon_r2_peak_1360	3.13552	2.72132
gi|15896971|ref|NC_002754.1|	2141524	2141525	TFB1.expon.peak1254	TFB1.expon_r1_peak_1265	TFB1.expon_r2_peak_1361	2.62922	2.38613
gi|15896971|ref|NC_002754.1|	2142201	2142202	TFB1.expon.peak1255	TFB1.expon_r1_peak_1266	TFB1.expon_r2_peak_1362	2.60562	2.47086
gi|15896971|ref|NC_002754.1|	2142970	2142971	TFB1.expon.peak1256	TFB1.expon_r1_peak_1267	TFB1.expon_r2_peak_1363	9.65295	8.58254
gi|15896971|ref|NC_002754.1|	2143954	2143955	TFB1.expon.peak1257	TFB1.expon_r1_peak_1268a	TFB1.expon_r2_peak_1364a	2.01101	2.00972
gi|15896971|ref|NC_002754.1|	2144410	2144411	TFB1.expon.peak1258	TFB1.expon_r1_peak_1268c	TFB1.expon_r2_peak_1364b	7.19453	7.55203
gi|15896971|ref|NC_002754.1|	2145984	2145985	TFB1.expon.peak1259	TFB1.expon_r1_peak_1269a	TFB1.expon_r2_peak_1365	3.2742	3.5143
gi|15896971|ref|NC_002754.1|	2146593	2146594	TFB1.expon.peak1260	TFB1.expon_r1_peak_1270	TFB1.expon_r2_peak_1366	3.19763	3.3317
gi|15896971|ref|NC_002754.1|	2148090	2148091	TFB1.expon.peak1261	TFB1.expon_r1_peak_1271	TFB1.expon_r2_peak_1367	1.69361	1.84924
gi|15896971|ref|NC_002754.1|	2149525	2149526	TFB1.expon.peak1262	TFB1.expon_r1_peak_1272	TFB1.expon_r2_peak_1368	5.43972	4.94097
gi|15896971|ref|NC_002754.1|	2150729	2150730	TFB1.expon.peak1263	TFB1.expon_r1_peak_1273	TFB1.expon_r2_peak_1369	7.66977	7.11349
gi|15896971|ref|NC_002754.1|	2152447	2152448	TFB1.expon.peak1264	TFB1.expon_r1_peak_1274	TFB1.expon_r2_peak_1370	1.93297	1.97796
gi|15896971|ref|NC_002754.1|	2153351	2153352	TFB1.expon.peak1265	TFB1.expon_r1_peak_1275	TFB1.expon_r2_peak_1371	2.23626	2.46353
gi|15896971|ref|NC_002754.1|	2154623	2154624	TFB1.expon.peak1266	TFB1.expon_r1_peak_1276	TFB1.expon_r2_peak_1373	10.17188	10.28498
gi|15896971|ref|NC_002754.1|	2157608	2157609	TFB1.expon.peak1267	TFB1.expon_r1_peak_1277	TFB1.expon_r2_peak_1374	12.82174	13.05533
gi|15896971|ref|NC_002754.1|	2160260	2160261	TFB1.expon.peak1268	TFB1.expon_r1_peak_1279b	TFB1.expon_r2_peak_1377b	2.33782	2.18533
gi|15896971|ref|NC_002754.1|	2161113	2161114	TFB1.expon.peak1269	TFB1.expon_r1_peak_1280	TFB1.expon_r2_peak_1378	2.97999	3.4123
gi|15896971|ref|NC_002754.1|	2163283	2163284	TFB1.expon.peak1270	TFB1.expon_r1_peak_1281	TFB1.expon_r2_peak_1379	8.86843	7.97309
gi|15896971|ref|NC_002754.1|	2164302	2164303	TFB1.expon.peak1271	TFB1.expon_r1_peak_1282	TFB1.expon_r2_peak_1380	3.98756	4.25069
gi|15896971|ref|NC_002754.1|	2164700	2164701	TFB1.expon.peak1272	TFB1.expon_r1_peak_1283	TFB1.expon_r2_peak_1381	3.29462	3.89326
gi|15896971|ref|NC_002754.1|	2165235	2165236	TFB1.expon.peak1273	TFB1.expon_r1_peak_1284a	TFB1.expon_r2_peak_1382	2.58099	3.05272
gi|15896971|ref|NC_002754.1|	2166482	2166483	TFB1.expon.peak1274	TFB1.expon_r1_peak_1286	TFB1.expon_r2_peak_1384	2.58563	2.9726
gi|15896971|ref|NC_002754.1|	2168397	2168398	TFB1.expon.peak1275	TFB1.expon_r1_peak_1287	TFB1.expon_r2_peak_1385	3.16397	2.7388
gi|15896971|ref|NC_002754.1|	2172166	2172167	TFB1.expon.peak1276	TFB1.expon_r1_peak_1288	TFB1.expon_r2_peak_1386	4.02882	4.61907
gi|15896971|ref|NC_002754.1|	2173072	2173073	TFB1.expon.peak1277	TFB1.expon_r1_peak_1289	TFB1.expon_r2_peak_1387	3.56239	3.30981
gi|15896971|ref|NC_002754.1|	2177156	2177157	TFB1.expon.peak1278	TFB1.expon_r1_peak_1290	TFB1.expon_r2_peak_1388	2.71115	2.45476
gi|15896971|ref|NC_002754.1|	2179817	2179818	TFB1.expon.peak1279	TFB1.expon_r1_peak_1292	TFB1.expon_r2_peak_1390	3.26921	3.63852
gi|15896971|ref|NC_002754.1|	2180203	2180204	TFB1.expon.peak1280	TFB1.expon_r1_peak_1293	TFB1.expon_r2_peak_1391	1.81834	1.805
gi|15896971|ref|NC_002754.1|	2181938	2181939	TFB1.expon.peak1281	TFB1.expon_r1_peak_1294	TFB1.expon_r2_peak_1392	2.28195	2.52816
gi|15896971|ref|NC_002754.1|	2184215	2184216	TFB1.expon.peak1282	TFB1.expon_r1_peak_1296	TFB1.expon_r2_peak_1394	2.46579	2.6515
gi|15896971|ref|NC_002754.1|	2187096	2187097	TFB1.expon.peak1283	TFB1.expon_r1_peak_1298	TFB1.expon_r2_peak_1396	2.82276	3.68274
gi|15896971|ref|NC_002754.1|	2188269	2188270	TFB1.expon.peak1284	TFB1.expon_r1_peak_1299	TFB1.expon_r2_peak_1397	5.05763	4.78046
gi|15896971|ref|NC_002754.1|	2189108	2189109	TFB1.expon.peak1285	TFB1.expon_r1_peak_1300a	TFB1.expon_r2_peak_1398a	5.8454	6.01513
gi|15896971|ref|NC_002754.1|	2189343	2189344	TFB1.expon.peak1286	TFB1.expon_r1_peak_1300b	TFB1.expon_r2_peak_1398b	1.52483	1.62996
gi|15896971|ref|NC_002754.1|	2189543	2189544	TFB1.expon.peak1287	TFB1.expon_r1_peak_1300c	TFB1.expon_r2_peak_1398c	3.60236	3.56836
gi|15896971|ref|NC_002754.1|	2189946	2189947	TFB1.expon.peak1288	TFB1.expon_r1_peak_1301a	TFB1.expon_r2_peak_1399a	2.72188	3.30285
gi|15896971|ref|NC_002754.1|	2190247	2190248	TFB1.expon.peak1289	TFB1.expon_r1_peak_1301b	TFB1.expon_r2_peak_1399b	2.19332	2.1749
gi|15896971|ref|NC_002754.1|	2191994	2191995	TFB1.expon.peak1290	TFB1.expon_r1_peak_1304	TFB1.expon_r2_peak_1401b	9.8001	10.29747
gi|15896971|ref|NC_002754.1|	2194730	2194731	TFB1.expon.peak1291	TFB1.expon_r1_peak_1305	TFB1.expon_r2_peak_1402	2.96135	3.45975
gi|15896971|ref|NC_002754.1|	2196594	2196595	TFB1.expon.peak1292	TFB1.expon_r1_peak_1306	TFB1.expon_r2_peak_1403	5.53112	5.98392
gi|15896971|ref|NC_002754.1|	2197374	2197375	TFB1.expon.peak1293	TFB1.expon_r1_peak_1307	TFB1.expon_r2_peak_1404	2.35747	2.20711
gi|15896971|ref|NC_002754.1|	2199053	2199054	TFB1.expon.peak1294	TFB1.expon_r1_peak_1308	TFB1.expon_r2_peak_1405	2.44239	2.56242
gi|15896971|ref|NC_002754.1|	2200102	2200103	TFB1.expon.peak1295	TFB1.expon_r1_peak_1309	TFB1.expon_r2_peak_1406	3.12201	3.31632
gi|15896971|ref|NC_002754.1|	2201954	2201955	TFB1.expon.peak1296	TFB1.expon_r1_peak_1310	TFB1.expon_r2_peak_1407	6.16493	7.74208
gi|15896971|ref|NC_002754.1|	2205815	2205816	TFB1.expon.peak1297	TFB1.expon_r1_peak_1311c	TFB1.expon_r2_peak_1408c	4.37809	5.07844
gi|15896971|ref|NC_002754.1|	2206930	2206931	TFB1.expon.peak1298	TFB1.expon_r1_peak_1312	TFB1.expon_r2_peak_1409	6.41966	7.9332
gi|15896971|ref|NC_002754.1|	2210765	2210766	TFB1.expon.peak1299	TFB1.expon_r1_peak_1313	TFB1.expon_r2_peak_1410	3.54067	4.27861
gi|15896971|ref|NC_002754.1|	2211038	2211039	TFB1.expon.peak1300	TFB1.expon_r1_peak_1314a	TFB1.expon_r2_peak_1411a	1.95313	1.92401
gi|15896971|ref|NC_002754.1|	2211236	2211237	TFB1.expon.peak1301	TFB1.expon_r1_peak_1314b	TFB1.expon_r2_peak_1411b	6.48699	6.61537
gi|15896971|ref|NC_002754.1|	2213022	2213023	TFB1.expon.peak1302	TFB1.expon_r1_peak_1315	TFB1.expon_r2_peak_1412	1.96028	2.03746
gi|15896971|ref|NC_002754.1|	2213911	2213912	TFB1.expon.peak1303	TFB1.expon_r1_peak_1316	TFB1.expon_r2_peak_1413	2.01124	2.22055
gi|15896971|ref|NC_002754.1|	2218497	2218498	TFB1.expon.peak1304	TFB1.expon_r1_peak_1317	TFB1.expon_r2_peak_1415	3.97229	4.37077
gi|15896971|ref|NC_002754.1|	2219783	2219784	TFB1.expon.peak1305	TFB1.expon_r1_peak_1318	TFB1.expon_r2_peak_1416	3.35091	3.31349
gi|15896971|ref|NC_002754.1|	2220425	2220426	TFB1.expon.peak1306	TFB1.expon_r1_peak_1319	TFB1.expon_r2_peak_1417	3.32973	3.37973
gi|15896971|ref|NC_002754.1|	2224941	2224942	TFB1.expon.peak1307	TFB1.expon_r1_peak_1322	TFB1.expon_r2_peak_1419	3.34968	3.23996
gi|15896971|ref|NC_002754.1|	2226656	2226657	TFB1.expon.peak1308	TFB1.expon_r1_peak_1323	TFB1.expon_r2_peak_1420	3.8459	3.63707
gi|15896971|ref|NC_002754.1|	2227244	2227245	TFB1.expon.peak1309	TFB1.expon_r1_peak_1324b	TFB1.expon_r2_peak_1421b	2.26782	2.49032
gi|15896971|ref|NC_002754.1|	2228370	2228371	TFB1.expon.peak1310	TFB1.expon_r1_peak_1325	TFB1.expon_r2_peak_1422	3.57506	3.86254
gi|15896971|ref|NC_002754.1|	2230622	2230623	TFB1.expon.peak1311	TFB1.expon_r1_peak_1326	TFB1.expon_r2_peak_1424b	1.48058	1.5501
gi|15896971|ref|NC_002754.1|	2231459	2231460	TFB1.expon.peak1312	TFB1.expon_r1_peak_1327a	TFB1.expon_r2_peak_1425a	7.114	7.66156
gi|15896971|ref|NC_002754.1|	2231641	2231642	TFB1.expon.peak1313	TFB1.expon_r1_peak_1327b	TFB1.expon_r2_peak_1425b	7.90846	8.10626
gi|15896971|ref|NC_002754.1|	2237920	2237921	TFB1.expon.peak1314	TFB1.expon_r1_peak_1328	TFB1.expon_r2_peak_1427	7.48746	7.54721
gi|15896971|ref|NC_002754.1|	2240661	2240662	TFB1.expon.peak1315	TFB1.expon_r1_peak_1329	TFB1.expon_r2_peak_1428	2.18762	2.43147
gi|15896971|ref|NC_002754.1|	2244152	2244153	TFB1.expon.peak1316	TFB1.expon_r1_peak_1331a	TFB1.expon_r2_peak_1431a	6.35492	7.05261
gi|15896971|ref|NC_002754.1|	2244501	2244502	TFB1.expon.peak1317	TFB1.expon_r1_peak_1331b	TFB1.expon_r2_peak_1431b	3.6671	3.45468
gi|15896971|ref|NC_002754.1|	2246677	2246678	TFB1.expon.peak1318	TFB1.expon_r1_peak_1332	TFB1.expon_r2_peak_1432	6.18247	5.55577
gi|15896971|ref|NC_002754.1|	2247549	2247550	TFB1.expon.peak1319	TFB1.expon_r1_peak_1333	TFB1.expon_r2_peak_1433	3.98455	3.74749
gi|15896971|ref|NC_002754.1|	2249296	2249297	TFB1.expon.peak1320	TFB1.expon_r1_peak_1334	TFB1.expon_r2_peak_1434	2.49675	2.57893
gi|15896971|ref|NC_002754.1|	2251474	2251475	TFB1.expon.peak1321	TFB1.expon_r1_peak_1335a	TFB1.expon_r2_peak_1435b	2.8734	2.77198
gi|15896971|ref|NC_002754.1|	2251715	2251716	TFB1.expon.peak1322	TFB1.expon_r1_peak_1335b	TFB1.expon_r2_peak_1435c	3.80923	4.40048
gi|15896971|ref|NC_002754.1|	2253187	2253188	TFB1.expon.peak1323	TFB1.expon_r1_peak_1336	TFB1.expon_r2_peak_1436	3.10716	2.62298
gi|15896971|ref|NC_002754.1|	2255398	2255399	TFB1.expon.peak1324	TFB1.expon_r1_peak_1337	TFB1.expon_r2_peak_1437	3.01843	3.29232
gi|15896971|ref|NC_002754.1|	2257175	2257176	TFB1.expon.peak1325	TFB1.expon_r1_peak_1339	TFB1.expon_r2_peak_1439	2.18624	2.10811
gi|15896971|ref|NC_002754.1|	2259374	2259375	TFB1.expon.peak1326	TFB1.expon_r1_peak_1340	TFB1.expon_r2_peak_1441	3.2862	3.06692
gi|15896971|ref|NC_002754.1|	2275197	2275198	TFB1.expon.peak1327	TFB1.expon_r1_peak_1341	TFB1.expon_r2_peak_1442	2.04275	2.03509
gi|15896971|ref|NC_002754.1|	2276226	2276227	TFB1.expon.peak1328	TFB1.expon_r1_peak_1342	TFB1.expon_r2_peak_1443	3.54994	3.14594
gi|15896971|ref|NC_002754.1|	2276641	2276642	TFB1.expon.peak1329	TFB1.expon_r1_peak_1343	TFB1.expon_r2_peak_1444	3.96476	3.86212
gi|15896971|ref|NC_002754.1|	2277783	2277784	TFB1.expon.peak1330	TFB1.expon_r1_peak_1344	TFB1.expon_r2_peak_1445	2.21679	2.35507
gi|15896971|ref|NC_002754.1|	2278130	2278131	TFB1.expon.peak1331	TFB1.expon_r1_peak_1345	TFB1.expon_r2_peak_1446	6.42788	7.12792
gi|15896971|ref|NC_002754.1|	2278489	2278490	TFB1.expon.peak1332	TFB1.expon_r1_peak_1346	TFB1.expon_r2_peak_1447	2.60858	2.93278
gi|15896971|ref|NC_002754.1|	2283294	2283295	TFB1.expon.peak1333	TFB1.expon_r1_peak_1347	TFB1.expon_r2_peak_1448	4.04446	5.06948
gi|15896971|ref|NC_002754.1|	2284301	2284302	TFB1.expon.peak1334	TFB1.expon_r1_peak_1348	TFB1.expon_r2_peak_1449	2.83473	2.89318
gi|15896971|ref|NC_002754.1|	2291167	2291168	TFB1.expon.peak1335	TFB1.expon_r1_peak_1349b	TFB1.expon_r2_peak_1450b	2.68082	2.49983
gi|15896971|ref|NC_002754.1|	2293544	2293545	TFB1.expon.peak1336	TFB1.expon_r1_peak_1350	TFB1.expon_r2_peak_1451	3.77384	3.75963
gi|15896971|ref|NC_002754.1|	2296597	2296598	TFB1.expon.peak1337	TFB1.expon_r1_peak_1351	TFB1.expon_r2_peak_1452	4.53432	3.93321
gi|15896971|ref|NC_002754.1|	2300009	2300010	TFB1.expon.peak1338	TFB1.expon_r1_peak_1352	TFB1.expon_r2_peak_1453	2.98768	3.11248
gi|15896971|ref|NC_002754.1|	2300587	2300588	TFB1.expon.peak1339	TFB1.expon_r1_peak_1353	TFB1.expon_r2_peak_1454	1.74481	1.81481
gi|15896971|ref|NC_002754.1|	2303116	2303117	TFB1.expon.peak1340	TFB1.expon_r1_peak_1354	TFB1.expon_r2_peak_1455	3.82145	3.62408
gi|15896971|ref|NC_002754.1|	2305577	2305578	TFB1.expon.peak1341	TFB1.expon_r1_peak_1355	TFB1.expon_r2_peak_1456	7.21832	8.09509
gi|15896971|ref|NC_002754.1|	2306721	2306722	TFB1.expon.peak1342	TFB1.expon_r1_peak_1356	TFB1.expon_r2_peak_1457	2.3892	2.41753
gi|15896971|ref|NC_002754.1|	2308114	2308115	TFB1.expon.peak1343	TFB1.expon_r1_peak_1357	TFB1.expon_r2_peak_1458	3.52797	3.31157
gi|15896971|ref|NC_002754.1|	2308736	2308737	TFB1.expon.peak1344	TFB1.expon_r1_peak_1358	TFB1.expon_r2_peak_1459	3.5157	4.04559
gi|15896971|ref|NC_002754.1|	2310719	2310720	TFB1.expon.peak1345	TFB1.expon_r1_peak_1359	TFB1.expon_r2_peak_1460	3.14713	2.67407
gi|15896971|ref|NC_002754.1|	2311560	2311561	TFB1.expon.peak1346	TFB1.expon_r1_peak_1360	TFB1.expon_r2_peak_1461	5.41756	5.74594
gi|15896971|ref|NC_002754.1|	2313923	2313924	TFB1.expon.peak1347	TFB1.expon_r1_peak_1361	TFB1.expon_r2_peak_1462	12.11548	12.52786
gi|15896971|ref|NC_002754.1|	2314812	2314813	TFB1.expon.peak1348	TFB1.expon_r1_peak_1362	TFB1.expon_r2_peak_1463	2.46607	2.98021
gi|15896971|ref|NC_002754.1|	2315504	2315505	TFB1.expon.peak1349	TFB1.expon_r1_peak_1363a	TFB1.expon_r2_peak_1464a	3.66151	3.16243
gi|15896971|ref|NC_002754.1|	2315711	2315712	TFB1.expon.peak1350	TFB1.expon_r1_peak_1363b	TFB1.expon_r2_peak_1464b	2.10402	2.02923
gi|15896971|ref|NC_002754.1|	2319917	2319918	TFB1.expon.peak1351	TFB1.expon_r1_peak_1365a	TFB1.expon_r2_peak_1466a	8.68059	9.59633
gi|15896971|ref|NC_002754.1|	2320234	2320235	TFB1.expon.peak1352	TFB1.expon_r1_peak_1365b	TFB1.expon_r2_peak_1466b	6.88059	6.84279
gi|15896971|ref|NC_002754.1|	2324014	2324015	TFB1.expon.peak1353	TFB1.expon_r1_peak_1366	TFB1.expon_r2_peak_1467	2.1291	2.23138
gi|15896971|ref|NC_002754.1|	2326342	2326343	TFB1.expon.peak1354	TFB1.expon_r1_peak_1368	TFB1.expon_r2_peak_1470	3.30971	3.41731
gi|15896971|ref|NC_002754.1|	2328255	2328256	TFB1.expon.peak1355	TFB1.expon_r1_peak_1369	TFB1.expon_r2_peak_1471	3.50831	3.95289
gi|15896971|ref|NC_002754.1|	2329557	2329558	TFB1.expon.peak1356	TFB1.expon_r1_peak_1370	TFB1.expon_r2_peak_1472	4.37521	4.79742
gi|15896971|ref|NC_002754.1|	2332305	2332306	TFB1.expon.peak1357	TFB1.expon_r1_peak_1371	TFB1.expon_r2_peak_1473	11.46749	11.5647
gi|15896971|ref|NC_002754.1|	2335163	2335164	TFB1.expon.peak1358	TFB1.expon_r1_peak_1373	TFB1.expon_r2_peak_1476	4.59956	4.18443
gi|15896971|ref|NC_002754.1|	2341251	2341252	TFB1.expon.peak1359	TFB1.expon_r1_peak_1374	TFB1.expon_r2_peak_1477	3.67545	3.98663
gi|15896971|ref|NC_002754.1|	2344909	2344910	TFB1.expon.peak1360	TFB1.expon_r1_peak_1377a	TFB1.expon_r2_peak_1481a	8.20093	8.40038
gi|15896971|ref|NC_002754.1|	2345212	2345213	TFB1.expon.peak1361	TFB1.expon_r1_peak_1377b	TFB1.expon_r2_peak_1481b	4.9392	4.72613
gi|15896971|ref|NC_002754.1|	2345402	2345403	TFB1.expon.peak1362	TFB1.expon_r1_peak_1377c	TFB1.expon_r2_peak_1481c	4.07312	4.06096
gi|15896971|ref|NC_002754.1|	2345770	2345771	TFB1.expon.peak1363	TFB1.expon_r1_peak_1378	TFB1.expon_r2_peak_1482	2.71423	3.30429
gi|15896971|ref|NC_002754.1|	2348366	2348367	TFB1.expon.peak1364	TFB1.expon_r1_peak_1379	TFB1.expon_r2_peak_1483	4.56325	4.80432
gi|15896971|ref|NC_002754.1|	2351659	2351660	TFB1.expon.peak1365	TFB1.expon_r1_peak_1380	TFB1.expon_r2_peak_1484	5.53219	6.39278
gi|15896971|ref|NC_002754.1|	2352723	2352724	TFB1.expon.peak1366	TFB1.expon_r1_peak_1381a	TFB1.expon_r2_peak_1485a	2.65654	2.86578
gi|15896971|ref|NC_002754.1|	2353052	2353053	TFB1.expon.peak1367	TFB1.expon_r1_peak_1381b	TFB1.expon_r2_peak_1485b	5.24498	6.39211
gi|15896971|ref|NC_002754.1|	2353973	2353974	TFB1.expon.peak1368	TFB1.expon_r1_peak_1382	TFB1.expon_r2_peak_1486	3.67919	4.02036
gi|15896971|ref|NC_002754.1|	2355288	2355289	TFB1.expon.peak1369	TFB1.expon_r1_peak_1383	TFB1.expon_r2_peak_1487	9.32675	10.35839
gi|15896971|ref|NC_002754.1|	2355859	2355860	TFB1.expon.peak1370	TFB1.expon_r1_peak_1384	TFB1.expon_r2_peak_1488	7.52745	6.16152
gi|15896971|ref|NC_002754.1|	2356221	2356222	TFB1.expon.peak1371	TFB1.expon_r1_peak_1385	TFB1.expon_r2_peak_1489	4.04682	5.12437
gi|15896971|ref|NC_002754.1|	2357781	2357782	TFB1.expon.peak1372	TFB1.expon_r1_peak_1386	TFB1.expon_r2_peak_1490	5.64069	4.91647
gi|15896971|ref|NC_002754.1|	2359997	2359998	TFB1.expon.peak1373	TFB1.expon_r1_peak_1387	TFB1.expon_r2_peak_1491	3.45118	3.11624
gi|15896971|ref|NC_002754.1|	2360590	2360591	TFB1.expon.peak1374	TFB1.expon_r1_peak_1388b	TFB1.expon_r2_peak_1492b	3.96573	4.0402
gi|15896971|ref|NC_002754.1|	2362580	2362581	TFB1.expon.peak1375	TFB1.expon_r1_peak_1389	TFB1.expon_r2_peak_1493	4.77489	4.65976
gi|15896971|ref|NC_002754.1|	2363285	2363286	TFB1.expon.peak1376	TFB1.expon_r1_peak_1390b	TFB1.expon_r2_peak_1494b	3.79262	4.3899
gi|15896971|ref|NC_002754.1|	2364164	2364165	TFB1.expon.peak1377	TFB1.expon_r1_peak_1391	TFB1.expon_r2_peak_1495	3.31412	3.56988
gi|15896971|ref|NC_002754.1|	2365161	2365162	TFB1.expon.peak1378	TFB1.expon_r1_peak_1392	TFB1.expon_r2_peak_1496	2.43244	2.46786
gi|15896971|ref|NC_002754.1|	2366625	2366626	TFB1.expon.peak1379	TFB1.expon_r1_peak_1393a	TFB1.expon_r2_peak_1497a	2.75271	3.4104
gi|15896971|ref|NC_002754.1|	2366953	2366954	TFB1.expon.peak1380	TFB1.expon_r1_peak_1393b	TFB1.expon_r2_peak_1497b	2.63121	3.22744
gi|15896971|ref|NC_002754.1|	2368240	2368241	TFB1.expon.peak1381	TFB1.expon_r1_peak_1394	TFB1.expon_r2_peak_1498	5.11632	4.83569
gi|15896971|ref|NC_002754.1|	2372036	2372037	TFB1.expon.peak1382	TFB1.expon_r1_peak_1396b	TFB1.expon_r2_peak_1502b	2.79319	2.6357
gi|15896971|ref|NC_002754.1|	2375187	2375188	TFB1.expon.peak1383	TFB1.expon_r1_peak_1398a	TFB1.expon_r2_peak_1504a	3.40409	2.96374
gi|15896971|ref|NC_002754.1|	2375423	2375424	TFB1.expon.peak1384	TFB1.expon_r1_peak_1398b	TFB1.expon_r2_peak_1504b	4.82484	5.78078
gi|15896971|ref|NC_002754.1|	2377562	2377563	TFB1.expon.peak1385	TFB1.expon_r1_peak_1399a	TFB1.expon_r2_peak_1505a	4.71589	5.79314
gi|15896971|ref|NC_002754.1|	2377828	2377829	TFB1.expon.peak1386	TFB1.expon_r1_peak_1399b	TFB1.expon_r2_peak_1505b	11.91736	12.09956
gi|15896971|ref|NC_002754.1|	2379121	2379122	TFB1.expon.peak1387	TFB1.expon_r1_peak_1400	TFB1.expon_r2_peak_1506	12.49254	12.27713
gi|15896971|ref|NC_002754.1|	2386095	2386096	TFB1.expon.peak1388	TFB1.expon_r1_peak_1402	TFB1.expon_r2_peak_1508	10.0192	10.61477
gi|15896971|ref|NC_002754.1|	2388229	2388230	TFB1.expon.peak1389	TFB1.expon_r1_peak_1403	TFB1.expon_r2_peak_1509	2.9286	2.76513
gi|15896971|ref|NC_002754.1|	2389401	2389402	TFB1.expon.peak1390	TFB1.expon_r1_peak_1404	TFB1.expon_r2_peak_1510	1.96046	1.95505
gi|15896971|ref|NC_002754.1|	2396753	2396754	TFB1.expon.peak1391	TFB1.expon_r1_peak_1406	TFB1.expon_r2_peak_1512	3.12767	3.12275
gi|15896971|ref|NC_002754.1|	2397309	2397310	TFB1.expon.peak1392	TFB1.expon_r1_peak_1407a	TFB1.expon_r2_peak_1513a	5.19916	4.28744
gi|15896971|ref|NC_002754.1|	2397580	2397581	TFB1.expon.peak1393	TFB1.expon_r1_peak_1407b	TFB1.expon_r2_peak_1513b	3.08165	3.47643
gi|15896971|ref|NC_002754.1|	2397959	2397960	TFB1.expon.peak1394	TFB1.expon_r1_peak_1407c	TFB1.expon_r2_peak_1513c	6.34457	7.72141
gi|15896971|ref|NC_002754.1|	2404103	2404104	TFB1.expon.peak1395	TFB1.expon_r1_peak_1408	TFB1.expon_r2_peak_1515	4.06511	4.70797
gi|15896971|ref|NC_002754.1|	2406452	2406453	TFB1.expon.peak1396	TFB1.expon_r1_peak_1409	TFB1.expon_r2_peak_1516	17.44941	15.43145
gi|15896971|ref|NC_002754.1|	2406873	2406874	TFB1.expon.peak1397	TFB1.expon_r1_peak_1410	TFB1.expon_r2_peak_1517	4.12685	4.44485
gi|15896971|ref|NC_002754.1|	2408871	2408872	TFB1.expon.peak1398	TFB1.expon_r1_peak_1411	TFB1.expon_r2_peak_1518	12.76502	13.83147
gi|15896971|ref|NC_002754.1|	2412357	2412358	TFB1.expon.peak1399	TFB1.expon_r1_peak_1412	TFB1.expon_r2_peak_1519	2.36143	2.84722
gi|15896971|ref|NC_002754.1|	2413267	2413268	TFB1.expon.peak1400	TFB1.expon_r1_peak_1413	TFB1.expon_r2_peak_1520b	3.35796	3.90519
gi|15896971|ref|NC_002754.1|	2413818	2413819	TFB1.expon.peak1401	TFB1.expon_r1_peak_1414	TFB1.expon_r2_peak_1521	2.13943	2.47439
gi|15896971|ref|NC_002754.1|	2417269	2417270	TFB1.expon.peak1402	TFB1.expon_r1_peak_1415	TFB1.expon_r2_peak_1522	3.13164	2.95418
gi|15896971|ref|NC_002754.1|	2418077	2418078	TFB1.expon.peak1403	TFB1.expon_r1_peak_1416	TFB1.expon_r2_peak_1523	7.76463	7.87414
gi|15896971|ref|NC_002754.1|	2422818	2422819	TFB1.expon.peak1404	TFB1.expon_r1_peak_1417	TFB1.expon_r2_peak_1525	3.06113	3.4426
gi|15896971|ref|NC_002754.1|	2424486	2424487	TFB1.expon.peak1405	TFB1.expon_r1_peak_1418	TFB1.expon_r2_peak_1526	2.17911	2.3196
gi|15896971|ref|NC_002754.1|	2428174	2428175	TFB1.expon.peak1406	TFB1.expon_r1_peak_1420	TFB1.expon_r2_peak_1528	4.32538	4.90064
gi|15896971|ref|NC_002754.1|	2433263	2433264	TFB1.expon.peak1407	TFB1.expon_r1_peak_1421	TFB1.expon_r2_peak_1530	4.33988	4.92627
gi|15896971|ref|NC_002754.1|	2436008	2436009	TFB1.expon.peak1408	TFB1.expon_r1_peak_1422	TFB1.expon_r2_peak_1532	4.67954	5.58769
gi|15896971|ref|NC_002754.1|	2443254	2443255	TFB1.expon.peak1409	TFB1.expon_r1_peak_1424a	TFB1.expon_r2_peak_1536a	2.3808	2.71693
gi|15896971|ref|NC_002754.1|	2443484	2443485	TFB1.expon.peak1410	TFB1.expon_r1_peak_1424b	TFB1.expon_r2_peak_1536b	4.95916	5.80467
