GeneBeg	GeneEnd	Strand	OpensOperon	operon_ID	Locus	Protein.accession	primTSS
1439192	1439734	-	1	1037	SSO1594	NP_343013	NA
1439908	1441335	+	1	1038	SSO1595	NP_343014	1439902
1441519	1443069	-	0	1039	SSO1597	NP_343015	NA
1443075	1444715	-	1	1039	SSO1598	NP_343016	NA
1445389	1446273	+	1	1040	SSO1599	NP_343017	NA
1446518	1448023	+	1	1041	SSO1600	NP_343018	NA
1448024	1448893	+	0	1041	SSO1601	NP_343019	NA
1448951	1449178	-	0	1042	SSO8456	NP_343020	NA
1449175	1449357	-	1	1042	SSO8458	NP_343021	NA
1449400	1449636	-	1	1043	SSO8459	NP_343022	NA
1449666	1450007	+	1	1044	SSO1602	NP_343023	NA
1450055	1450573	+	0	1044	SSO1603	NP_343024	NA
1450617	1450820	+	0	1044	SSO8462	NP_343025	NA
1451468	1452040	-	1	1045	SSO1605	NP_343026	NA
1452325	1453128	+	1	1046	SSO1606	NP_343027	1452325
1453219	1453848	-	1	1047	SSO1607	NP_343028	NA
1453925	1454182	+	1	1048	SSO8469	NP_343029	NA
1454484	1454690	-	0	1049	SSO8472	NP_343030	NA
1454687	1455124	-	1	1049	SSO1608	NP_343031	NA
1455422	1455709	+	1	1050	SSO8475	NP_343032	NA
1455740	1456027	+	0	1050	SSO8478	NP_343033	NA
1456112	1456303	+	1	1051	SSO8481	NP_343034	NA
1457989	1458435	-	1	1052	SSO1610	NP_343035	NA
1458558	1459364	-	1	1053	SSO1611	NP_343036	NA
1460176	1461099	-	1	1054	SSO1612	NP_343037	NA
1461287	1461955	+	1	1055	SSO1613	NP_343038	NA
1461980	1463005	-	1	1056	SSO1614	NP_343039	NA
1463138	1464673	+	1	1057	SSO1615	NP_343040	NA
1464742	1465701	+	1	1058	SSO1616	NP_343041	NA
1465989	1466684	+	1	1059	SSO1617	NP_343042	NA
1466644	1467852	+	0	1059	SSO1618	NP_343043	NA
1467986	1469011	-	1	1060	SSO1619	NP_343044	NA
1469360	1470577	-	1	1061	SSO1620	NP_343045	NA
1470614	1471627	+	1	1062	SSO1621	NP_343046	1470613
1472103	1473362	+	1	1063	SSO1622	NP_343047	NA
1473380	1474498	+	0	1063	SSO1623	NP_343048	NA
1474711	1476120	+	1	1064	SSO1624	NP_343049	NA
1476858	1477508	-	1	1065	SSO1625	NP_343050	NA
1477947	1479011	-	1	1066	SSO1626	NP_343051	NA
1479404	1480378	+	1	1067	SSO1627	NP_343052	NA
1480658	1482070	-	1	1068	SSO1629	NP_343053	NA
1482200	1483252	-	0	1069	SSO1631	NP_343054	NA
1483225	1484361	-	1	1069	SSO1632	NP_343055	NA
1484423	1484911	-	1	1070	SSO1634	NP_343056	1484911
1486446	1486649	+	1	1071	SSO8549	NP_343057	1486406
1486622	1487182	+	0	1071	SSO1635	NP_343058	NA
1487906	1489453	+	1	1072	SSO1636	NP_343059	NA
1489637	1489981	-	0	1073	SSO1637	NP_343060	NA
1489987	1492476	-	1	1073	SSO1638	NP_343061	NA
1492953	1493198	+	1	1074	SSO8568	NP_343062	1492775
1493220	1493849	+	0	1074	SSO1639	NP_343063	NA
1493962	1494321	-	0	1075	SSO1640	NP_343064	NA
1494297	1494686	-	1	1075	SSO1641	NP_343065	1494687
1495464	1496429	+	1	1076	SSO1642	NP_343066	NA
1496721	1497683	+	1	1077	SSO1643	NP_343067	NA
1497688	1498104	+	0	1077	SSO1645	NP_343068	NA
1498101	1499135	+	1	1078	SSO1646	NP_343069	NA
1499121	1500632	-	1	1079	SSO1647	NP_343070	NA
1501090	1501563	-	1	1080	SSO1648	NP_343071	NA
1501633	1502697	+	1	1081	SSO1649	NP_343072	NA
1502702	1503115	-	1	1082	SSO1650	NP_343073	NA
1503303	1503698	-	1	1083	SSO1651	NP_343074	1503780
1504337	1505563	+	1	1084	SSO1652	NP_343075	NA
1506159	1508567	+	1	1085	SSO1653	NP_343076	1506152
1508573	1509538	-	1	1086	SSO1654	NP_343077	NA
1509686	1510060	+	1	1087	SSO1655	NP_343078	NA
1510060	1510713	+	0	1087	SSO1656	NP_343079	NA
1511957	1512196	+	1	1088	SSO8620	NP_343080	1511956
1512162	1512542	+	0	1088	SSO1657	NP_343081	NA
1512757	1513338	+	1	1089	SSO1658	NP_343082	1512754
1513316	1514584	+	0	1089	SSO1659	NP_343083	NA
1515235	1516986	-	0	1090	SSO1662	NP_343084	NA
1516989	1519040	-	1	1090	SSO1663	NP_343085	NA
1519238	1519717	+	1	1091	SSO1664	NP_343086	1519228
1519887	1521248	+	1	1092	SSO1665	NP_343087	NA
1521245	1521631	+	0	1092	SSO1666	NP_343088	NA
1521636	1522718	+	0	1092	SSO1667	NP_343089	NA
1522660	1524249	+	0	1092	SSO1668	NP_343090	NA
1524224	1525270	-	1	1093	SSO1671	NP_343091	NA
1525316	1526503	-	1	1094	SSO1672	NP_343092	NA
1527105	1527437	-	0	1095	SSO1673	NP_343093	NA
1527413	1527799	-	1	1095	SSO1674	NP_343094	NA
1528090	1529271	+	1	1096	SSO1675	NP_343095	1528090
1529268	1530953	+	1	1097	SSO1676	NP_343096	1529268
1531378	1532343	-	1	1098	SSO1678	NP_343097	NA
1532572	1533600	-	1	1099	SSO1679	NP_343098	NA
1534379	1534678	+	1	1100	SSO1680	NP_343099	NA
1535273	1535605	+	1	1101	SSO1681	NP_343100	NA
1535774	1536145	+	1	1102	SSO1682	NP_343101	NA
1536092	1536595	-	0	1103	SSO1683	NP_343102	NA
1536595	1536849	-	0	1103	SSO8684	NP_343103	NA
1536846	1537022	-	1	1103	SSO8685	NP_343104	NA
1537652	1537918	+	1	1104	SSO8687	NP_343105	NA
1538100	1538882	+	1	1105	SSO1684	NP_343106	NA
1539641	1540336	+	1	1106	SSO1686	NP_343107	1539638
1540629	1541264	-	1	1107	SSO1688	NP_343108	NA
1541630	1542004	+	1	1108	SSO1689	NP_343109	1541678
1541979	1542281	+	0	1108	SSO1690	NP_343110	NA
1542451	1543104	+	1	1109	SSO1691	NP_343111	NA
1543262	1545244	-	1	1110	SSO1692	NP_343112	NA
1545396	1546784	+	1	1111	SSO1693	NP_343113	NA
1547520	1548416	-	1	1112	SSO1695	NP_343114	NA
1548839	1549069	+	1	1113	SSO8725	NP_343115	1548775
1549199	1549657	+	0	1113	SSO1697	NP_343116	NA
1549654	1550073	+	0	1113	SSO1699	NP_343117	NA
1550386	1550775	-	1	1114	SSO1701	NP_343118	NA
1550775	1551014	-	1	1115	NA	NA	1551017
1551295	1552050	-	1	1116	SSO1703	NP_343119	NA
1552366	1553097	+	1	1117	SSO1704	NP_343120	NA
1553115	1553609	+	1	1118	SSO1705	NP_343121	NA
1553572	1554099	+	0	1118	SSO1706	NP_343122	NA
1554089	1554484	+	0	1118	SSO1708	NP_343123	NA
1554739	1555338	-	0	1119	SSO1709	NP_343124	NA
1555338	1556732	-	1	1119	SSO1710	NP_343125	NA
1557188	1557625	-	1	1120	SSO1711	NP_343126	NA
1558011	1559351	+	1	1121	SSO1712	NP_343127	NA
1559572	1560048	-	1	1122	SSO1714	NP_343128	NA
1560255	1560485	+	1	1123	SSO8760	NP_343129	NA
1560502	1561029	-	0	1124	SSO1717	NP_343130	NA
1561035	1561487	-	1	1124	SSO1719	NP_343131	NA
1561586	1562044	+	1	1125	SSO1720	NP_343132	NA
1562041	1562457	+	0	1125	SSO1722	NP_343133	NA
1563182	1563754	-	1	1126	SSO1725	NP_343134	NA
1563917	1564804	+	1	1127	SSO1726	NP_343135	NA
1564797	1565336	+	0	1127	SSO1727	NP_343136	NA
1565429	1566493	+	1	1128	SSO1728	NP_343137	1565429
1566444	1569419	+	1	1129	SSO1729	NP_343138	NA
1569416	1570360	+	1	1130	SSO1730	NP_343139	NA
1570608	1571558	-	1	1131	SSO1731	NP_343140	NA
1571734	1572228	+	1	1132	SSO1732	NP_343141	NA
1572325	1573257	-	1	1133	SSO1735	NP_343142	NA
1573177	1574229	+	1	1134	SSO1734	NP_343143	NA
1575173	1575508	+	1	1135	SSO1736	NP_343144	1575295
1575540	1576487	-	1	1136	SSO1739	NP_343145	1576488
1577010	1577282	-	1	1137	SSO8813	NP_343146	NA
1578607	1579065	+	1	1138	SSO1740	NP_343147	1578607
1579814	1580329	-	0	1139	SSO1741	NP_343148	NA
1580326	1580877	-	1	1139	SSO1742	NP_343149	1580886
1581265	1581819	-	0	1140	SSO1744	NP_343150	NA
1581734	1582051	-	1	1140	SSO1745	NP_343151	NA
1582412	1582642	+	1	1141	NA	NA	1582412
1582629	1583024	+	1	1142	SSO1746	NP_343152	NA
1583348	1583689	+	1	1143	SSO1747	NP_343153	NA
1584094	1584663	+	1	1144	SSO1748	NP_343154	NA
1584580	1585149	-	0	1145	SSO1749	NP_343155	NA
1585110	1585568	-	1	1145	SSO1750	NP_343156	NA
1585642	1586121	+	1	1146	SSO1751	NP_343157	NA
1587105	1588097	+	1	1147	SSO1752	NP_343158	1587103
1589036	1589734	-	1	1148	SSO1755	NP_343159	1589734
1590345	1591355	-	1	1149	SSO1757	NP_343160	NA
1592485	1592820	-	1	1150	SSO1758	NP_343161	NA
1592927	1593184	-	1	1151	NA	NA	1593186
1594043	1595182	+	1	1152	SSO1759	NP_343162	1594043
1595237	1595479	-	1	1153	SSO8861	NP_343163	1595479
1595911	1596495	-	1	1154	SSO1760	NP_343164	NA
1596569	1597291	-	0	1155	SSO1762	NP_343165	NA
1597288	1598331	-	1	1155	SSO1763	NP_343166	NA
1598378	1598818	-	1	1156	SSO1764	NP_343167	NA
1598847	1599287	-	1	2234	SSO1765	NP_343168	NA
1599439	1599594	+	1	1157	SSO8869	NP_343169	NA
1599778	1600218	-	1	1158	SSO1766	NP_343170	NA
1600302	1600553	-	1	1159	SSO8875	NP_343171	NA
1601031	1601933	+	1	1160	SSO1767	NP_343172	NA
1601950	1603074	+	0	1160	SSO1768	NP_343173	NA
1603299	1603598	-	0	1161	SSO1769	NP_343174	NA
1603595	1604332	-	1	1161	SSO1772	NP_343175	NA
1604963	1605760	-	1	1162	SSO1773	NP_343176	NA
1606108	1606950	-	0	1163	SSO1774	NP_343177	NA
1606986	1607255	-	1	1163	SSO8892	NP_343178	1607229
1607647	1608774	+	1	1164	SSO1775	NP_343179	NA
1609060	1609854	+	1	1165	SSO1777	NP_343180	NA
1610213	1611178	-	1	1166	SSO1779	NP_343181	NA
1611934	1613340	+	1	1167	SSO1780	NP_343182	NA
1614044	1614982	-	0	1168	SSO1781	NP_343183	NA
1614979	1616013	-	0	1168	SSO1782	NP_343184	NA
1616016	1616639	-	1	1168	SSO1783	NP_343185	NA
1617122	1617568	+	1	1169	SSO1784	NP_343186	NA
1617553	1617747	+	0	1169	SSO8906	NP_343187	NA
1618384	1619436	+	1	1170	SSO1785	NP_343188	NA
1619724	1619999	-	1	1171	SSO8910	NP_343189	NA
1620381	1620638	+	1	1172	NA	NA	1620379
1620614	1621045	+	0	1172	SSO1786	NP_343190	NA
1621252	1621977	+	1	1173	SSO1787	NP_343191	1621250
1621977	1622483	+	0	1173	SSO1788	NP_343192	NA
1622939	1624333	+	1	1174	SSO1789	NP_343193	NA
1624333	1624932	+	0	1174	SSO1790	NP_343194	NA
1625187	1625582	-	0	1175	SSO1791	NP_343195	NA
1625572	1626099	-	0	1175	SSO1793	NP_343196	NA
1626062	1626556	-	1	1175	SSO1794	NP_343197	NA
1626574	1627305	-	1	1176	SSO1795	NP_343198	NA
1627621	1628376	+	1	1177	SSO1796	NP_343199	NA
1628412	1628729	+	0	1177	SSO1798	NP_343200	NA
1628665	1629027	+	0	1177	SSO1799	NP_343201	NA
1629186	1629626	-	0	1178	SSO1800	NP_343202	NA
1629710	1629961	-	1	1178	SSO8936	NP_343203	NA
1630290	1630517	-	1	1179	SSO8938	NP_343204	NA
1630939	1631898	-	1	1180	SSO1801	NP_343205	NA
1632138	1632359	+	1	1181	SSO8948	NP_343206	1632138
1632858	1633280	+	1	1182	SSO1802	NP_343207	1632777
1633733	1634242	+	1	1183	SSO1803	NP_343208	NA
1634300	1634713	+	1	1184	SSO1804	NP_343209	NA
1634878	1635063	+	1	1185	SSO8958	NP_343210	NA
1635126	1635656	-	0	1186	SSO1805	NP_343211	NA
1635712	1637694	-	1	1186	SSO1806	NP_343212	NA
1638041	1638670	-	1	1187	SSO1807	NP_343213	1638679
1638947	1639645	-	1	1188	SSO1808	NP_343214	1639648
1639888	1640421	+	1	1189	SSO1809	NP_343215	1639888
1640455	1641642	+	0	1189	SSO1810	NP_343216	NA
1641643	1642833	-	1	1190	SSO1811	NP_343217	1642834
1642893	1643492	-	1	1191	SSO1812	NP_343218	NA
1644216	1644461	+	1	1192	SSO8979	NP_343219	NA
1644442	1644786	-	1	1193	SSO1813	NP_343220	NA
1645053	1646012	-	1	1194	SSO1814	NP_343221	NA
1646067	1646849	+	1	1195	SSO1815	NP_343222	NA
1646872	1648302	+	0	1195	SSO1816	NP_343223	NA
1648543	1648803	-	0	1196	SSO8998	NP_343224	NA
1648800	1649681	-	1	1196	SSO1817	NP_343225	NA
1650236	1651222	-	1	1197	SSO1818	NP_343226	1651234
1651486	1652232	-	1	1198	SSO1820	NP_343227	NA
1652213	1652527	+	1	1199	SSO1819	NP_343228	NA
1652624	1653490	-	1	1200	SSO1822	NP_343229	NA
1653672	1654013	+	1	1201	SSO1823	NP_343230	1653672
1653996	1655258	-	1	1202	SSO1824	NP_343231	NA
1655768	1656211	-	0	1203	SSO1825	NP_343232	NA
1656295	1656723	-	1	1203	SSO1826	NP_343233	NA
1657250	1657837	-	1	1204	SSO1827	NP_343234	NA
1658048	1659307	-	1	1205	SSO1829	NP_343235	NA
1659285	1659863	-	1	1206	SSO1830	NP_343236	NA
1660009	1660527	+	1	1207	SSO1831	NP_343237	1660005
1660613	1660981	-	1	1208	SSO1832	NP_343238	NA
1661199	1661897	-	1	1209	SSO1833	NP_343239	NA
1662175	1662567	+	1	1210	SSO1834	NP_343240	1662174
1662548	1662928	+	0	1210	SSO1835	NP_343241	NA
1663148	1663384	-	1	1211	SSO9043	NP_343242	NA
1663853	1664752	-	1	1212	SSO1837	NP_343243	NA
1664860	1665348	+	1	1213	SSO1838	NP_343244	1664860
1665410	1666546	+	0	1213	SSO1839	NP_343245	NA
1666519	1667571	+	0	1213	SSO1840	NP_343246	NA
1667701	1669113	+	1	1214	SSO1842	NP_343247	1667703
1669310	1670440	+	1	1215	SSO1844	NP_343248	NA
1670734	1671339	+	1	1216	SSO1845	NP_343249	1670734
1671467	1671913	-	0	1217	SSO1847	NP_343250	NA
1671786	1672634	-	1	1217	SSO1850	NP_343251	NA
1672677	1673162	+	1	1218	SSO1851	NP_343252	NA
1673441	1673848	-	0	1219	SSO1853	NP_343253	NA
1673721	1674494	-	1	1219	SSO1856	NP_343254	NA
1674961	1675590	-	1	1220	SSO1857	NP_343255	1675592
1675627	1676370	-	1	1221	SSO1858	NP_343256	NA
1676422	1677357	-	1	1222	SSO1859	NP_343257	1677357
1677378	1678214	-	1	1223	SSO1860	NP_343258	1678214
1678371	1679213	+	1	1224	SSO1861	NP_343259	1678371
1679250	1680446	+	0	1224	SSO1863	NP_343260	NA
1680379	1681323	+	1	1225	SSO1864	NP_343261	NA
1681749	1682180	+	1	1226	SSO1865	NP_343262	1681736
1682173	1682562	-	1	1227	SSO1866	NP_343263	1682564
1682655	1682882	+	1	1228	NA	NA	1682655
1682955	1683302	+	1	1229	SSO1867	NP_343264	1682955
1683320	1683934	+	1	1230	SSO1868	NP_343265	NA
1684224	1684499	-	1	1231	SSO9092	NP_343266	1684499
1684621	1685151	+	1	1232	SSO1869	NP_343267	NA
1685257	1685937	+	1	1233	SSO1870	NP_343268	1685257
1686031	1686990	+	1	1234	SSO1871	NP_343269	NA
1687137	1687514	-	1	1235	SSO1872	NP_343270	NA
1687602	1688417	+	1	1236	SSO1873	NP_343271	NA
1688414	1688794	+	0	1236	SSO1874	NP_343272	NA
1688968	1689495	-	1	1237	SSO1875	NP_343273	1689495
1689573	1690343	-	0	1238	SSO1876	NP_343274	NA
1690351	1690563	-	1	1238	SSO9115	NP_343275	1690561
1690648	1691007	+	1	1239	SSO1877	NP_343276	1690648
1691385	1692494	+	1	1240	SSO1878	NP_343277	NA
1692724	1694721	+	1	1241	SSO1879	NP_343278	NA
1694683	1695507	-	1	1242	SSO1880	NP_343279	NA
1695924	1696445	+	1	1243	SSO1881	NP_343280	1695913
1696452	1696973	+	0	1243	SSO1882	NP_343281	NA
1697074	1697241	+	1	1244	NA	NA	1697043
1697284	1697487	-	0	1245	SSO9134	NP_343282	NA
1697510	1697749	-	1	1245	SSO9135	NP_343283	NA
1698059	1698334	+	1	1246	SSO9136	NP_343284	NA
1698489	1699448	-	1	1247	SSO1883	NP_343285	NA
1699694	1700038	+	1	1248	SSO1884	NP_343286	1699619
1700448	1701320	+	1	1249	SSO1885	NP_343287	NA
1701327	1702997	-	1	1250	SSO1886	NP_343288	NA
1703139	1704038	-	1	1251	SSO1888	NP_343289	NA
1704103	1705134	-	1	1252	SSO1889	NP_343290	1705134
1705197	1706417	+	1	1253	SSO1890	NP_343291	NA
1706392	1706970	+	0	1253	SSO1891	NP_343292	NA
1707093	1708058	-	0	1254	SSO1892	NP_343293	NA
1708042	1709634	-	0	1254	SSO1893	NP_343294	NA
1709631	1710356	-	1	1254	SSO1894	NP_343295	1710356
1710446	1711084	-	1	1255	SSO1896	NP_343296	NA
1711162	1712175	-	1	1256	SSO1897	NP_343297	NA
1712368	1712940	+	1	1257	SSO1898	NP_343298	NA
1713563	1714087	-	1	1258	SSO1899	NP_343299	NA
1714477	1714659	+	1	1259	NA	NA	1714465
1714872	1715066	+	1	1260	SSO9180	NP_343300	1714865
1715787	1717454	-	1	1261	SSO1900	NP_343301	NA
1717572	1718372	-	1	1262	SSO1901	NP_343302	NA
1718631	1719182	-	1	1263	SSO1902	NP_343303	NA
1720018	1721391	+	1	1264	SSO1903	NP_343304	NA
1721545	1722510	-	1	1265	SSO1904	NP_343305	NA
1722738	1722962	+	1	1266	SSO9201	NP_343306	NA
1723000	1724466	-	1	1267	SSO1905	NP_343307	NA
1724861	1726711	+	1	1268	SSO1906	NP_343308	NA
1727019	1728281	+	1	1269	SSO1907	NP_343309	1727021
1728311	1728613	-	1	1270	SSO1908	NP_343310	1728614
1728731	1730149	-	1	1271	SSO1909	NP_343311	NA
1730365	1730715	+	1	1272	SSO1910	NP_343312	1730367
1730726	1731223	-	1	1273	SSO1912	NP_343313	NA
1731193	1731696	+	1	1274	SSO1911	NP_343314	1731289
1731693	1731971	-	0	1275	SSO9221	NP_343315	NA
1731989	1732768	-	1	1275	SSO1913	NP_343316	1732766
1733373	1733786	-	1	1276	SSO1914	NP_343317	NA
1733776	1734009	-	1	1277	NA	NA	1734009
1734675	1735316	+	1	1278	SSO1915	NP_343318	1734675
1735288	1736514	+	0	1278	SSO1916	NP_343319	NA
1736782	1737102	+	1	1279	SSO1917	NP_343320	NA
1737369	1738631	-	1	1280	SSO1918	NP_343321	NA
1738904	1739230	+	1	1281	SSO1919	NP_343322	NA
1739504	1739719	+	1	1282	SSO9241	NP_343323	NA
1739677	1739988	-	0	1283	SSO1920	NP_343324	NA
1740013	1740423	-	1	1283	SSO1921	NP_343325	NA
1740423	1740665	-	1	1284	NA	NA	1740665
1740915	1741211	+	1	1285	SSO9250	NP_343326	NA
1742082	1742303	+	1	1286	NA	NA	1742080
1742293	1742688	+	1	1287	SSO1922	NP_343327	NA
1742794	1742985	-	1	1288	NA	NA	1742985
1745029	1745559	-	1	1289	SSO1923	NP_343328	NA
1745703	1746776	+	1	1290	SSO1924	NP_343329	1745691
1746840	1747112	-	0	1291	SSO9268	NP_343330	NA
1747084	1747380	-	1	1291	SSO9270	NP_343331	NA
1747527	1748480	+	1	1292	SSO1926	NP_343332	NA
1748470	1748907	-	1	1293	SSO1927	NP_343333	NA
1749076	1749408	+	1	1294	SSO1928	NP_343334	NA
1749377	1749766	+	0	1294	SSO1929	NP_343335	NA
1749834	1751138	-	1	1295	SSO1930	NP_343336	NA
1751338	1751796	+	1	1296	SSO1931	NP_343337	NA
1751793	1752224	+	0	1296	SSO1932	NP_343338	NA
1752576	1753430	-	1	1297	SSO1933	NP_343339	1753430
1753659	1754552	+	1	1298	SSO1934	NP_343340	1753653
1754545	1755378	+	0	1298	SSO1936	NP_343341	NA
1756303	1756749	+	1	1299	SSO1937	NP_343342	NA
1756848	1757978	+	1	1300	SSO1938	NP_343343	NA
1758106	1759269	+	1	1301	SSO1939	NP_343344	NA
1759304	1760605	+	1	1302	SSO1941	NP_343345	1759304
1760648	1761646	+	1	1303	SSO1942	NP_343346	NA
1761916	1762989	+	1	1304	SSO1943	NP_343347	1761904
1763430	1763837	+	1	1305	SSO1945	NP_343348	NA
1764009	1764932	-	1	1306	SSO1946	NP_343349	NA
1765074	1765526	+	1	1307	SSO1947	NP_343350	NA
1765998	1767983	-	1	1308	SSO1948	NP_343351	1767983
1768044	1769048	-	0	1309	SSO1949	NP_343352	NA
1769059	1769208	-	1	1309	NA	NA	1769229
1769353	1770303	-	1	1310	SSO1951	NP_343353	NA
1770644	1771825	+	1	1311	SSO1952	NP_343354	1770644
1771849	1772328	+	0	1311	SSO1953	NP_343355	NA
1772463	1773191	+	1	1312	SSO1954	NP_343356	1772460
1773174	1773713	-	0	1313	SSO1956	NP_343357	NA
1773710	1774120	-	0	1313	SSO1957	NP_343358	NA
1774144	1775268	-	1	1313	SSO1958	NP_343359	NA
1775365	1775841	+	1	1314	SSO1959	NP_343360	1775365
1775885	1776751	+	1	1315	SSO1960	NP_343361	1775883
1776732	1777148	+	0	1315	SSO1961	NP_343362	NA
1777542	1778315	-	1	1316	SSO1962	NP_343363	NA
1778571	1778996	-	1	1317	SSO1963	NP_343364	NA
1779283	1779681	+	1	1318	SSO1964	NP_343365	1779283
1779715	1780665	-	1	1319	SSO1966	NP_343366	NA
1780812	1781108	+	1	1320	SSO9368	NP_343367	NA
1781080	1782312	+	0	1320	SSO1967	NP_343368	NA
1782460	1782846	-	0	1321	SSO1968	NP_343369	NA
1782833	1783108	-	1	1321	SSO9378	NP_343370	1783114
1783479	1783712	+	1	1322	NA	NA	1783479
1783693	1784091	+	1	1323	SSO1969	NP_343371	NA
1784480	1784701	+	1	1324	NA	NA	1784480
1784694	1785086	+	1	1325	SSO1970	NP_343372	1784663
1785260	1785772	+	1	1326	SSO1971	NP_343373	NA
1785726	1786205	+	1	1327	SSO1972	NP_343374	NA
1786309	1787457	-	1	1328	SSO1974	NP_343375	NA
1787734	1788111	-	1	1329	SSO1975	NP_343376	NA
1788080	1788316	-	1	1330	NA	NA	1788318
1788560	1788904	-	1	1331	SSO1976	NP_343377	NA
1789208	1789606	-	1	1332	SSO1977	NP_343378	NA
1789959	1790714	+	1	1333	SSO1978	NP_343379	NA
1790735	1791979	-	1	1334	SSO1980	NP_343380	NA
1792068	1792358	+	1	1335	SSO9407	NP_343381	NA
1792375	1794081	+	0	1335	SSO1981	NP_343382	NA
1794085	1796007	+	0	1335	SSO1983	NP_343383	NA
1796525	1796974	+	1	1336	SSO1984	NP_343384	NA
1797062	1797643	-	1	1337	SSO1985	NP_343385	NA
1798337	1798930	+	1	1338	SSO1986	NP_343386	1798337
1798944	1799870	+	0	1338	SSO1987	NP_343387	NA
1799863	1800333	+	0	1338	SSO1988	NP_343388	NA
1800334	1801737	+	0	1338	SSO1989	NP_343389	NA
1801739	1802593	+	0	1338	SSO1990	NP_343390	NA
1802590	1805727	+	0	1338	SSO1991	NP_343391	NA
1805724	1806668	+	0	1338	SSO1992	NP_343392	NA
1806774	1807262	-	1	1339	SSO1993	NP_343393	NA
1807379	1808365	-	1	1340	SSO1994	NP_343394	NA
1808762	1809634	+	1	1341	SSO1995	NP_343395	NA
1815581	1815970	+	1	1342	SSO1996	NP_343396	NA
1815967	1816932	+	0	1342	SSO1997	NP_343397	NA
1816948	1817670	+	0	1342	SSO1998	NP_343398	NA
1817612	1819159	+	1	1343	SSO1999	NP_343399	NA
1819156	1819875	+	0	1343	SSO2001	NP_343400	NA
1819856	1820893	+	0	1343	SSO2002	NP_343401	NA
1820893	1821762	+	0	1343	SSO2004	NP_343402	NA
1821974	1822300	-	1	1344	SSO2005	NP_343403	NA
1822318	1822791	+	1	1345	SSO2006	NP_343404	1822309
1822754	1823143	+	0	1345	SSO2007	NP_343405	NA
1823352	1825286	+	1	1346	SSO2008	NP_343406	1823352
1825283	1826815	+	0	1346	SSO2010	NP_343407	NA
1827013	1827495	+	1	1347	SSO2012	NP_343408	1827117
1827452	1827823	+	0	1347	SSO2013	NP_343409	NA
1828145	1829068	+	1	1348	SSO2014	NP_343410	NA
1830100	1830342	+	1	1349	SSO9500	NP_343411	1830100
1830357	1831514	-	1	1350	SSO2015	NP_343412	NA
1831629	1832441	-	0	1351	SSO2017	NP_343413	NA
1832442	1833212	-	1	1351	SSO2018	NP_343414	NA
1833314	1834018	+	1	1352	SSO2019	NP_343415	NA
1834088	1834954	+	1	1353	SSO2020	NP_343416	1834087
1834879	1835682	+	0	1353	SSO2021	NP_343417	NA
1835795	1836595	+	1	1354	SSO2022	NP_343418	NA
1836633	1837319	+	1	1355	SSO2023	NP_343419	1836630
1837866	1838174	+	1	1356	SSO2024	NP_343420	NA
1838292	1839959	+	1	1357	SSO2025	NP_343421	NA
1840170	1840364	-	1	1358	SSO9535	NP_343422	1840371
1840577	1840759	-	1	1359	NA	NA	1840771
1841137	1841667	+	1	1360	SSO2026	NP_343423	NA
1841761	1842330	-	1	1361	SSO2027	NP_343424	NA
1842409	1843047	+	1	1362	SSO2028	NP_343425	1842409
1843119	1843757	+	1	1363	SSO2029	NP_343426	1843137
1843882	1845474	+	1	1364	SSO2030	NP_343427	NA
1845458	1846423	+	0	1364	SSO2031	NP_343428	NA
1846928	1847458	-	1	1365	SSO2032	NP_343429	NA
1847556	1848455	+	1	1366	SSO2033	NP_343430	NA
1848518	1849708	-	1	1367	SSO2035	NP_343431	NA
1849776	1850858	+	1	1368	SSO2036	NP_343432	1849827
1850848	1852560	+	1	1369	SSO2037	NP_343433	NA
1852563	1853435	-	1	1370	SSO2038	NP_343434	NA
1853782	1855065	+	1	1371	SSO2039	NP_343435	NA
1855075	1856301	+	1	1372	SSO2040	NP_343436	NA
1856348	1857844	+	1	1373	SSO2041	NP_343437	NA
1857849	1859327	-	1	1374	SSO2042	NP_343438	NA
1859723	1861573	+	1	1375	SSO2043	NP_343439	NA
1861881	1863143	+	1	1376	SSO2044	NP_343440	1861883
1863429	1866056	+	1	1377	SSO2045	NP_343441	NA
1866419	1866721	-	1	1378	SSO2046	NP_343442	1866722
1866840	1868258	-	1	1379	SSO2047	NP_343443	1868258
1869367	1869717	+	1	1380	SSO2048	NP_343444	NA
1869727	1870242	-	1	1381	SSO2050	NP_343445	NA
1870209	1870694	+	1	1382	SSO2049	NP_343446	NA
1870810	1871598	-	0	1383	SSO2052	NP_343447	NA
1871635	1873161	-	0	1383	SSO2053	NP_343448	NA
1873107	1874057	-	1	1383	SSO2054	NP_343449	NA
1874110	1874577	-	1	1384	SSO2055	NP_343450	1874577
1874633	1876111	-	1	1385	SSO2057	NP_343451	NA
1876243	1876875	+	1	1386	SSO2058	NP_343452	NA
1876867	1878735	-	1	1387	SSO2059	NP_343453	1878741
1878836	1879951	+	1	1388	SSO2060	NP_343454	1878836
1880014	1881159	+	1	1389	SSO2061	NP_343455.1	NA
1881105	1882334	+	0	1389	SSO2062	NP_343456.1	NA
1882345	1882842	+	0	1389	SSO2063	NP_343457	NA
1882843	1883277	+	0	1389	SSO2064	NP_343458	NA
1883264	1884178	-	1	1390	SSO2066	NP_343459	NA
1884322	1886160	+	1	1391	SSO2067	NP_343460	NA
